EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	REAGENT_ACCESSION
ES83574	EXP3727	ESR4219
ES83590	EXP3727	ESR4336
ES83589	EXP3727	ESR4222
ES83589	EXP3727	ESR4325
ES83587	EXP3727	ESR4325
ES83586	EXP3727	ESR4289
ES83585	EXP3727	ESR4428
ES83584	EXP3727	ESR4269
ES83584	EXP3727	ESR4427
ES83582	EXP3727	ESR4243
ES83598	EXP3727	ESR4454
ES83597	EXP3727	ESR4453
ES83596	EXP3727	ESR4278
ES83592	EXP3727	ESR4220
ES83608	EXP3727	ESR4337
ES83606	EXP3727	ESR4300
ES83605	EXP3727	ESR4222
ES83602	EXP3727	ESR4242
ES83602	EXP3727	ESR4278
ES83601	EXP3727	ESR4423
ES83613	EXP3727	ESR4278
ES83613	EXP3727	ESR4325
ES83612	EXP3727	ESR4269
ES83610	EXP3727	ESR4219
ES83609	EXP3727	ESR4269
ES83609	EXP3727	ESR4386
ES83622	EXP3727	ESR4315
ES83622	EXP3727	ESR4325
ES83619	EXP3727	ESR4427
ES83634	EXP3727	ESR4337
ES83632	EXP3727	ESR4264
ES83632	EXP3727	ESR4300
ES83631	EXP3727	ESR4278
ES83631	EXP3727	ESR4431
ES83630	EXP3727	ESR4278
ES83629	EXP3727	ESR4269
ES83652	EXP3727	ESR4336
ES83651	EXP3727	ESR4269
ES83651	EXP3727	ESR4325
ES83650	EXP3727	ESR4300
ES83649	EXP3727	ESR4278
ES83649	EXP3727	ESR4315
ES83647	EXP3727	ESR4428
ES83646	EXP3727	ESR4256
ES83645	EXP3727	ESR4315
ES83643	EXP3727	ESR4336
ES83642	EXP3727	ESR4222
ES83638	EXP3727	ESR4287
ES83636	EXP3727	ESR4423
ES83635	EXP3727	ESR4253
ES83661	EXP3727	ESR4334
ES83659	EXP3727	ESR4225
ES83657	EXP3727	ESR4278
ES83656	EXP3727	ESR4287
ES83653	EXP3727	ESR4236
ES83653	EXP3727	ESR4253
ES83669	EXP3727	ESR4325
ES83666	EXP3727	ESR4429
ES83664	EXP3727	ESR4427
ES83663	EXP3727	ESR4315
ES83662	EXP3727	ESR4243
ES83679	EXP3727	ESR4495
ES83678	EXP3727	ESR4222
ES83676	EXP3727	ESR4222
ES83676	EXP3727	ESR4278
ES83673	EXP3727	ESR4242
ES83673	EXP3727	ESR4256
ES83673	EXP3727	ESR4269
ES83671	EXP3727	ESR4236
ES83688	EXP3727	ESR4334
ES83688	EXP3727	ESR4337
ES83685	EXP3727	ESR4315
ES83684	EXP3727	ESR4429
ES83682	EXP3727	ESR4269
ES83682	EXP3727	ESR4278
ES83681	EXP3727	ESR4219
ES83697	EXP3727	ESR4335
ES83696	EXP3727	ESR4325
ES83691	EXP3727	ESR4242
ES83690	EXP3727	ESR4315
ES83706	EXP3727	ESR4232
ES83706	EXP3727	ESR4453
ES83705	EXP3727	ESR4431
ES83703	EXP3727	ESR4428
ES83701	EXP3727	ESR4219
ES83701	EXP3727	ESR4315
ES83700	EXP3727	ESR4253
ES83717	EXP3727	ESR4337
ES83717	EXP3727	ESR4495
ES83716	EXP3727	ESR4300
ES83715	EXP3727	ESR4232
ES83713	EXP3727	ESR4278
ES83712	EXP3727	ESR4256
ES83712	EXP3727	ESR4428
ES83709	EXP3727	ESR4269
ES83709	EXP3727	ESR4386
ES83726	EXP3727	ESR4334
ES83726	EXP3727	ESR4336
ES83725	EXP3727	ESR4222
ES83721	EXP3727	ESR4278
ES83718	EXP3727	ESR4236
ES83718	EXP3727	ESR4243
ES83718	EXP3727	ESR4253
ES83735	EXP3727	ESR4337
ES83733	EXP3727	ESR4225
ES83732	EXP3727	ESR4278
ES83731	EXP3727	ESR4256
ES83731	EXP3727	ESR4429
ES83729	EXP3727	ESR4242
ES83729	EXP3727	ESR4256
ES83729	EXP3727	ESR4427
ES83728	EXP3727	ESR4315
ES83727	EXP3727	ESR4253
ES83744	EXP3727	ESR4334
ES83742	EXP3727	ESR4225
ES83739	EXP3727	ESR4428
ES83738	EXP3727	ESR4242
ES83738	EXP3727	ESR4278
ES83736	EXP3727	ESR4236
ES83752	EXP3727	ESR4495
ES83751	EXP3727	ESR4264
ES83750	EXP3727	ESR4325
ES83749	EXP3727	ESR4278
ES83748	EXP3727	ESR4256
ES83747	EXP3727	ESR4427
ES83745	EXP3727	ESR4269
ES83745	EXP3727	ESR4386
ES83759	EXP3727	ESR4300
ES83757	EXP3727	ESR4289
ES83770	EXP3727	ESR4334
ES83770	EXP3727	ESR4335
ES83766	EXP3727	ESR4278
ES83765	EXP3727	ESR4287
ES83763	EXP3727	ESR4278
ES83779	EXP3727	ESR4337
ES83778	EXP3727	ESR4325
ES83775	EXP3727	ESR4269
ES83786	EXP3727	ESR4264
ES83785	EXP3727	ESR4222
ES83784	EXP3727	ESR4269
ES83782	EXP3727	ESR4427
ES83797	EXP3727	ESR4337
ES83794	EXP3727	ESR4431
ES83793	EXP3727	ESR4269
ES83792	EXP3727	ESR4256
ES83790	EXP3727	ESR4220
ES83805	EXP3727	ESR4269
ES83805	EXP3727	ESR4300
ES83801	EXP3727	ESR4278
ES83798	EXP3727	ESR4236
ES83811	EXP3727	ESR4256
ES83811	EXP3727	ESR4429
ES83808	EXP3727	ESR4220
ES83808	EXP3727	ESR4278
ES83807	EXP3727	ESR4236
ES83807	EXP3727	ESR4386
ES83824	EXP3727	ESR4334
ES83817	EXP3727	ESR4219
ES83832	EXP3727	ESR4454
ES83830	EXP3727	ESR4315
ES83829	EXP3727	ESR4289
ES83828	EXP3727	ESR4269
ES83828	EXP3727	ESR4278
ES83826	EXP3727	ESR4278
ES83825	EXP3727	ESR4386
ES83842	EXP3727	ESR4334
ES83839	EXP3727	ESR4431
ES83838	EXP3727	ESR4429
ES83837	EXP3727	ESR4256
ES83836	EXP3727	ESR4256
ES83836	EXP3727	ESR4427
ES83835	EXP3727	ESR4220
ES83834	EXP3727	ESR4236
ES83834	EXP3727	ESR4386
ES83851	EXP3727	ESR4336
ES83850	EXP3727	ESR4300
ES83846	EXP3727	ESR4287
ES83846	EXP3727	ESR4428
ES83844	EXP3727	ESR4315
ES83859	EXP3727	ESR4454
ES83852	EXP3727	ESR4243
ES83866	EXP3727	ESR4222
ES83862	EXP3727	ESR4219
ES83862	EXP3727	ESR4278
ES83862	EXP3727	ESR4315
ES83861	EXP3727	ESR4243
ES83861	EXP3727	ESR4386
ES83878	EXP3727	ESR4495
ES83877	EXP3727	ESR4300
ES83877	EXP3727	ESR4454
ES83876	EXP3727	ESR4300
ES83875	EXP3727	ESR4325
ES83872	EXP3727	ESR4242
ES83872	EXP3727	ESR4427
ES83871	EXP3727	ESR4219
ES83871	EXP3727	ESR4220
ES83871	EXP3727	ESR4423
ES83870	EXP3727	ESR4269
ES83887	EXP3727	ESR4495
ES83882	EXP3727	ESR4287
ES83879	EXP3727	ESR4253
ES83896	EXP3727	ESR4337
ES83894	EXP3727	ESR4232
ES83893	EXP3727	ESR4431
ES83892	EXP3727	ESR4269
ES83892	EXP3727	ESR4429
ES83891	EXP3727	ESR4269
ES83889	EXP3727	ESR4219
ES83889	EXP3727	ESR4423
ES83904	EXP3727	ESR4300
ES83903	EXP3727	ESR4300
ES83900	EXP3727	ESR4256
ES83899	EXP3727	ESR4242
ES83899	EXP3727	ESR4427
ES83897	EXP3727	ESR4386
ES83913	EXP3727	ESR4454
ES83912	EXP3727	ESR4264
ES83911	EXP3727	ESR4222
ES83923	EXP3727	ESR4335
ES83922	EXP3727	ESR4222
ES83920	EXP3727	ESR4315
ES83918	EXP3727	ESR4256
ES83932	EXP3727	ESR4335
ES83929	EXP3727	ESR4315
ES83928	EXP3727	ESR4278
ES83928	EXP3727	ESR4429
ES83924	EXP3727	ESR4386
ES83940	EXP3727	ESR4337
ES83939	EXP3727	ESR4300
ES83939	EXP3727	ESR4325
ES83936	EXP3727	ESR4428
ES83935	EXP3727	ESR4242
ES83935	EXP3727	ESR4256
ES83934	EXP3727	ESR4219
ES83934	EXP3727	ESR4423
ES83949	EXP3727	ESR4336
ES83947	EXP3727	ESR4264
ES83946	EXP3727	ESR4278
ES83944	EXP3727	ESR4428
ES83943	EXP3727	ESR4278
ES83941	EXP3727	ESR4236
ES83957	EXP3727	ESR4300
ES83956	EXP3727	ESR4264
ES83956	EXP3727	ESR4300
ES83953	EXP3727	ESR4428
ES83950	EXP3727	ESR4269
ES83967	EXP3727	ESR4337
ES83965	EXP3727	ESR4453
ES83964	EXP3727	ESR4325
ES83960	EXP3727	ESR4219
ES83975	EXP3727	ESR4300
ES83975	EXP3727	ESR4454
ES83973	EXP3727	ESR4222
ES83972	EXP3727	ESR4256
ES83971	EXP3727	ESR4269
ES83968	EXP3727	ESR4236
ES83968	EXP3727	ESR4253
ES83968	EXP3727	ESR4269
ES83982	EXP3727	ESR4278
ES83982	EXP3727	ESR4315
ES83979	EXP3727	ESR4256
ES83978	EXP3727	ESR4219
ES83977	EXP3727	ESR4269
ES83977	EXP3727	ESR4386
ES83992	EXP3727	ESR4453
ES83991	EXP3727	ESR4278
ES83988	EXP3727	ESR4242
ES83986	EXP3727	ESR4236
ES83986	EXP3727	ESR4253
ES83999	EXP3727	ESR4256
ES83998	EXP3727	ESR4428
ES83996	EXP3727	ESR4315
ES83995	EXP3727	ESR4386
ES84012	EXP3727	ESR4335
ES84011	EXP3727	ESR4269
ES84009	EXP3727	ESR4431
ES84006	EXP3727	ESR4278
ES84006	EXP3727	ESR4427
ES84005	EXP3727	ESR4219
ES84021	EXP3727	ESR4495
ES84019	EXP3727	ESR4232
ES84019	EXP3727	ESR4300
ES84017	EXP3727	ESR4289
ES84016	EXP3727	ESR4428
ES84030	EXP3727	ESR4336
ES84029	EXP3727	ESR4454
ES84028	EXP3727	ESR4453
ES84025	EXP3727	ESR4278
ES84022	EXP3727	ESR4243
ES84022	EXP3727	ESR4253
ES84022	EXP3727	ESR4269
ES84038	EXP3727	ESR4222
ES84038	EXP3727	ESR4325
ES84036	EXP3727	ESR4278
ES84036	EXP3727	ESR4315
ES84031	EXP3727	ESR4386
ES84047	EXP3727	ESR4269
ES84047	EXP3727	ESR4454
ES84046	EXP3727	ESR4225
ES84043	EXP3727	ESR4287
ES84040	EXP3727	ESR4386
ES84057	EXP3727	ESR4334
ES84057	EXP3727	ESR4335
ES84057	EXP3727	ESR4337
ES84056	EXP3727	ESR4222
ES84055	EXP3727	ESR4264
ES84055	EXP3727	ESR4300
ES84055	EXP3727	ESR4453
ES84053	EXP3727	ESR4256
ES84052	EXP3727	ESR4428
ES84051	EXP3727	ESR4242
ES84049	EXP3727	ESR4253
ES84049	EXP3727	ESR4386
ES84066	EXP3727	ESR4335
ES84065	EXP3727	ESR4222
ES84064	EXP3727	ESR4453
ES84063	EXP3727	ESR4222
ES84075	EXP3727	ESR4337
ES84073	EXP3727	ESR4232
ES84072	EXP3727	ESR4278
ES84070	EXP3727	ESR4278
ES84069	EXP3727	ESR4427
ES84068	EXP3727	ESR4315
ES84067	EXP3727	ESR4386
ES84081	EXP3727	ESR4315
ES84080	EXP3727	ESR4256
ES84077	EXP3727	ESR4315
ES84091	EXP3727	ESR4222
ES84091	EXP3727	ESR4325
ES84090	EXP3727	ESR4232
ES84089	EXP3727	ESR4315
ES84087	EXP3727	ESR4269
ES84086	EXP3727	ESR4427
ES84100	EXP3727	ESR4335
ES84095	EXP3727	ESR4428
ES84093	EXP3727	ESR4278
ES84092	EXP3727	ESR4243
ES84109	EXP3727	ESR4335
ES84109	EXP3727	ESR4495
ES84106	EXP3727	ESR4325
ES84103	EXP3727	ESR4427
ES84101	EXP3727	ESR4269
ES84101	EXP3727	ESR4386
ES84116	EXP3727	ESR4453
ES84115	EXP3727	ESR4325
ES84113	EXP3727	ESR4428
ES84126	EXP3727	ESR4325
ES84123	EXP3727	ESR4289
ES84122	EXP3727	ESR4428
ES84120	EXP3727	ESR4423
ES84136	EXP3727	ESR4336
ES84136	EXP3727	ESR4337
ES84134	EXP3727	ESR4264
ES84133	EXP3727	ESR4315
ES84132	EXP3727	ESR4256
ES84132	EXP3727	ESR4278
ES84132	EXP3727	ESR4289
ES84130	EXP3727	ESR4427
ES84129	EXP3727	ESR4278
ES84129	EXP3727	ESR4315
ES84129	EXP3727	ESR4423
ES84142	EXP3727	ESR4222
ES84142	EXP3727	ESR4315
ES84141	EXP3727	ESR4278
ES84140	EXP3727	ESR4278
ES84137	EXP3727	ESR4243
ES84137	EXP3727	ESR4386
ES84153	EXP3727	ESR4222
ES84151	EXP3727	ESR4325
ES84149	EXP3727	ESR4278
ES84147	EXP3727	ESR4220
ES84159	EXP3727	ESR4256
ES84159	EXP3727	ESR4278
ES84159	EXP3727	ESR4429
ES84157	EXP3727	ESR4256
ES84157	EXP3727	ESR4269
ES84155	EXP3727	ESR4253
ES84169	EXP3727	ESR4264
ES84168	EXP3727	ESR4269
ES84167	EXP3727	ESR4256
ES84167	EXP3727	ESR4269
ES84165	EXP3727	ESR4278
ES84179	EXP3727	ESR4325
ES84178	EXP3727	ESR4264
ES84177	EXP3727	ESR4278
ES84176	EXP3727	ESR4278
ES84174	EXP3727	ESR4256
ES84174	EXP3727	ESR4269
ES84173	EXP3727	ESR4219
ES84187	EXP3727	ESR4225
ES84187	EXP3727	ESR4264
ES84184	EXP3727	ESR4256
ES84183	EXP3727	ESR4256
ES84197	EXP3727	ESR4300
ES84197	EXP3727	ESR4325
ES84193	EXP3727	ESR4269
ES84193	EXP3727	ESR4428
ES84192	EXP3727	ESR4427
ES84191	EXP3727	ESR4278
ES84190	EXP3727	ESR4253
ES84190	EXP3727	ESR4386
ES84207	EXP3727	ESR4495
ES84206	EXP3727	ESR4269
ES84202	EXP3727	ESR4287
ES84201	EXP3727	ESR4278
ES84213	EXP3727	ESR4325
ES84213	EXP3727	ESR4431
ES84211	EXP3727	ESR4287
ES84210	EXP3727	ESR4278
ES84208	EXP3727	ESR4243
ES84208	EXP3727	ESR4253
ES84225	EXP3727	ESR4495
ES84222	EXP3727	ESR4278
ES84221	EXP3727	ESR4278
ES84220	EXP3727	ESR4256
ES84220	EXP3727	ESR4428
ES84217	EXP3727	ESR4243
ES84233	EXP3727	ESR4222
ES84233	EXP3727	ESR4325
ES84232	EXP3727	ESR4264
ES84230	EXP3727	ESR4289
ES84230	EXP3727	ESR4429
ES84229	EXP3727	ESR4256
ES84229	EXP3727	ESR4269
ES84226	EXP3727	ESR4243
ES84243	EXP3727	ESR4495
ES84242	EXP3727	ESR4325
ES84242	EXP3727	ESR4454
ES84237	EXP3727	ESR4427
ES84235	EXP3727	ESR4253
ES84250	EXP3727	ESR4264
ES84247	EXP3727	ESR4278
ES84259	EXP3727	ESR4300
ES84257	EXP3727	ESR4278
ES84256	EXP3727	ESR4269
ES84256	EXP3727	ESR4287
ES84254	EXP3727	ESR4315
ES84270	EXP3727	ESR4334
ES84270	EXP3727	ESR4495
ES84269	EXP3727	ESR4222
ES84268	EXP3727	ESR4300
ES84265	EXP3727	ESR4269
ES84263	EXP3727	ESR4278
ES84263	EXP3727	ESR4423
ES84278	EXP3727	ESR4269
ES84278	EXP3727	ESR4454
ES84276	EXP3727	ESR4278
ES84275	EXP3727	ESR4269
ES84273	EXP3727	ESR4278
ES84288	EXP3727	ESR4336
ES84287	EXP3727	ESR4269
ES84285	EXP3727	ESR4315
ES84284	EXP3727	ESR4256
ES84284	EXP3727	ESR4278
ES84282	EXP3727	ESR4278
ES84281	EXP3727	ESR4423
ES84297	EXP3727	ESR4336
ES84294	EXP3727	ESR4269
ES84294	EXP3727	ESR4289
ES84293	EXP3727	ESR4287
ES84293	EXP3727	ESR4428
ES84306	EXP3727	ESR4334
ES84304	EXP3727	ESR4225
ES84304	EXP3727	ESR4264
ES84304	EXP3727	ESR4300
ES84299	EXP3727	ESR4220
ES84315	EXP3727	ESR4495
ES84314	EXP3727	ESR4454
ES84311	EXP3727	ESR4429
ES84310	EXP3727	ESR4428
ES84323	EXP3727	ESR4325
ES84322	EXP3727	ESR4225
ES84318	EXP3727	ESR4242
ES84317	EXP3727	ESR4423
ES84316	EXP3727	ESR4243
ES84333	EXP3727	ESR4495
ES84332	EXP3727	ESR4222
ES84330	EXP3727	ESR4315
ES84330	EXP3727	ESR4431
ES84329	EXP3727	ESR4256
ES84329	EXP3727	ESR4289
ES84326	EXP3727	ESR4220
ES84325	EXP3727	ESR4253
ES84341	EXP3727	ESR4222
ES84338	EXP3727	ESR4289
ES84337	EXP3727	ESR4269
ES84350	EXP3727	ESR4454
ES84349	EXP3727	ESR4264
ES84345	EXP3727	ESR4278
ES84344	EXP3727	ESR4220
ES84343	EXP3727	ESR4243
ES84360	EXP3727	ESR4336
ES84357	EXP3727	ESR4431
ES84355	EXP3727	ESR4256
ES84353	EXP3727	ESR4423
ES84352	EXP3727	ESR4269
ES84369	EXP3727	ESR4495
ES84368	EXP3727	ESR4454
ES84367	EXP3727	ESR4225
ES84367	EXP3727	ESR4232
ES84367	EXP3727	ESR4264
ES84366	EXP3727	ESR4325
ES84364	EXP3727	ESR4278
ES84363	EXP3727	ESR4427
ES84362	EXP3727	ESR4315
ES84376	EXP3727	ESR4269
ES84375	EXP3727	ESR4300
ES84374	EXP3727	ESR4315
ES84373	EXP3727	ESR4256
ES84373	EXP3727	ESR4287
ES84372	EXP3727	ESR4278
ES84370	EXP3727	ESR4236
ES84370	EXP3727	ESR4386
ES84381	EXP3727	ESR4278
ES84380	EXP3727	ESR4278
ES84378	EXP3727	ESR4236
ES84394	EXP3727	ESR4454
ES84391	EXP3727	ESR4289
ES84389	EXP3727	ESR4427
ES84388	EXP3727	ESR4315
ES84387	EXP3727	ESR4386
ES84402	EXP3727	ESR4232
ES84400	EXP3727	ESR4278
ES84399	EXP3727	ESR4269
ES84399	EXP3727	ESR4287
ES84398	EXP3727	ESR4256
ES84397	EXP3727	ESR4315
ES84413	EXP3727	ESR4335
ES84413	EXP3727	ESR4337
ES84412	EXP3727	ESR4269
ES84412	EXP3727	ESR4454
ES84410	EXP3727	ESR4325
ES84410	EXP3727	ESR4431
ES84409	EXP3727	ESR4429
ES84405	EXP3727	ESR4243
ES84419	EXP3727	ESR4325
ES84417	EXP3727	ESR4428
ES84414	EXP3727	ESR4269
ES84431	EXP3727	ESR4495
ES84423	EXP3727	ESR4253
ES84439	EXP3727	ESR4269
ES84438	EXP3727	ESR4225
ES84438	EXP3727	ESR4264
ES84438	EXP3727	ESR4453
ES84437	EXP3727	ESR4278
ES84435	EXP3727	ESR4287
ES84434	EXP3727	ESR4256
ES84433	EXP3727	ESR4315
ES84432	EXP3727	ESR4236
ES84432	EXP3727	ESR4253
ES84448	EXP3727	ESR4325
ES84446	EXP3727	ESR4278
ES84446	EXP3727	ESR4315
ES84446	EXP3727	ESR4325
ES84444	EXP3727	ESR4269
ES84444	EXP3727	ESR4287
ES84443	EXP3727	ESR4278
ES84443	EXP3727	ESR4427
ES84442	EXP3727	ESR4315
ES84441	EXP3727	ESR4243
ES84441	EXP3727	ESR4253
ES84457	EXP3727	ESR4269
ES84457	EXP3727	ESR4325
ES84457	EXP3727	ESR4454
ES84455	EXP3727	ESR4315
ES84454	EXP3727	ESR4269
ES84454	EXP3727	ESR4289
ES84454	EXP3727	ESR4429
ES84453	EXP3727	ESR4428
ES84451	EXP3727	ESR4220
ES84450	EXP3727	ESR4243
ES84467	EXP3727	ESR4334
ES84465	EXP3727	ESR4264
ES84464	EXP3727	ESR4431
ES84462	EXP3727	ESR4428
ES84459	EXP3727	ESR4253
ES84459	EXP3727	ESR4269
ES84475	EXP3727	ESR4300
ES84475	EXP3727	ESR4454
ES84474	EXP3727	ESR4232
ES84471	EXP3727	ESR4428
ES84470	EXP3727	ESR4242
ES84470	EXP3727	ESR4269
ES84470	EXP3727	ESR4427
ES84485	EXP3727	ESR4337
ES84484	EXP3727	ESR4222
ES84483	EXP3727	ESR4300
ES84477	EXP3727	ESR4236
ES84477	EXP3727	ESR4386
ES84493	EXP3727	ESR4495
ES84490	EXP3727	ESR4431
ES84488	EXP3727	ESR4278
ES84487	EXP3727	ESR4269
ES84487	EXP3727	ESR4278
ES84502	EXP3727	ESR4334
ES84501	EXP3727	ESR4269
ES84499	EXP3727	ESR4222
ES84498	EXP3727	ESR4289
ES84496	EXP3727	ESR4242
ES84494	EXP3727	ESR4236
ES84494	EXP3727	ESR4253
ES84508	EXP3727	ESR4278
ES84505	EXP3727	ESR4269
ES84505	EXP3727	ESR4427
ES84504	EXP3727	ESR4315
ES84519	EXP3727	ESR4454
ES84514	EXP3727	ESR4427
ES84512	EXP3727	ESR4269
ES84527	EXP3727	ESR4232
ES84526	EXP3727	ESR4315
ES84525	EXP3727	ESR4289
ES84524	EXP3727	ESR4269
ES84521	EXP3727	ESR4243
ES84538	EXP3727	ESR4337
ES84538	EXP3727	ESR4495
ES84535	EXP3727	ESR4325
ES84534	EXP3727	ESR4269
ES84534	EXP3727	ESR4278
ES84533	EXP3727	ESR4278
ES84532	EXP3727	ESR4242
ES84532	EXP3727	ESR4269
ES84547	EXP3727	ESR4334
ES84547	EXP3727	ESR4495
ES84544	EXP3727	ESR4278
ES84544	EXP3727	ESR4325
ES84556	EXP3727	ESR4495
ES84555	EXP3727	ESR4325
ES84554	EXP3727	ESR4453
ES84551	EXP3727	ESR4287
ES84565	EXP3727	ESR4334
ES84565	EXP3727	ESR4337
ES84564	EXP3727	ESR4325
ES84557	EXP3727	ESR4386
ES84572	EXP3727	ESR4225
ES84572	EXP3727	ESR4264
ES84571	EXP3727	ESR4325
ES84570	EXP3727	ESR4269
ES84569	EXP3727	ESR4256
ES84569	EXP3727	ESR4287
ES84580	EXP3727	ESR4278
ES84579	EXP3727	ESR4289
ES84578	EXP3727	ESR4256
ES84576	EXP3727	ESR4315
ES84592	EXP3727	ESR4337
ES84590	EXP3727	ESR4300
ES84585	EXP3727	ESR4278
ES84585	EXP3727	ESR4315
ES84584	EXP3727	ESR4253
ES84600	EXP3727	ESR4300
ES84597	EXP3727	ESR4278
ES84596	EXP3727	ESR4256
ES84594	EXP3727	ESR4315
ES84608	EXP3727	ESR4225
ES84604	EXP3727	ESR4242
ES84603	EXP3727	ESR4220
ES84617	EXP3727	ESR4300
ES84613	EXP3727	ESR4269
ES84611	EXP3727	ESR4386
ES84625	EXP3727	ESR4278
ES84625	EXP3727	ESR4325
ES84623	EXP3727	ESR4269
ES84622	EXP3727	ESR4256
ES84637	EXP3727	ESR4334
ES84637	EXP3727	ESR4337
ES84634	EXP3727	ESR4325
ES84632	EXP3727	ESR4269
ES84632	EXP3727	ESR4278
ES84632	EXP3727	ESR4428
ES84631	EXP3727	ESR4278
ES84645	EXP3727	ESR4300
ES84644	EXP3727	ESR4453
ES84639	EXP3727	ESR4278
ES84639	EXP3727	ESR4423
ES84654	EXP3727	ESR4495
ES84650	EXP3727	ESR4256
ES84646	EXP3727	ESR4269
ES84663	EXP3727	ESR4334
ES84663	EXP3727	ESR4495
ES84662	EXP3727	ESR4222
ES84662	EXP3727	ESR4325
ES84662	EXP3727	ESR4454
ES84657	EXP3727	ESR4278
ES84656	EXP3727	ESR4220
ES84656	EXP3727	ESR4278
ES84672	EXP3727	ESR4336
ES84671	EXP3727	ESR4325
ES84671	EXP3727	ESR4454
ES84669	EXP3727	ESR4222
ES84667	EXP3727	ESR4269
ES84664	EXP3727	ESR4253
ES84681	EXP3727	ESR4335
ES84681	EXP3727	ESR4336
ES84678	EXP3727	ESR4278
ES84677	EXP3727	ESR4429
ES84676	EXP3727	ESR4428
ES84675	EXP3727	ESR4256
ES84688	EXP3727	ESR4232
ES84687	EXP3727	ESR4315
ES84685	EXP3727	ESR4256
ES84698	EXP3727	ESR4269
ES84698	EXP3727	ESR4454
ES84697	EXP3727	ESR4264
ES84694	EXP3727	ESR4428
ES84692	EXP3727	ESR4220
ES84708	EXP3727	ESR4337
ES84707	EXP3727	ESR4300
ES84703	EXP3727	ESR4256
ES84716	EXP3727	ESR4222
ES84716	EXP3727	ESR4325
ES84716	EXP3727	ESR4454
ES84715	EXP3727	ESR4232
ES84711	EXP3727	ESR4269
ES84710	EXP3727	ESR4278
ES84724	EXP3727	ESR4335
ES84722	EXP3727	ESR4453
ES84720	EXP3727	ESR4256
ES84720	EXP3727	ESR4429
ES84718	EXP3727	ESR4219
ES84732	EXP3727	ESR4336
ES84732	EXP3727	ESR4337
ES84731	EXP3727	ESR4264
ES84728	EXP3727	ESR4256
ES84740	EXP3727	ESR4222
ES84738	EXP3727	ESR4222
ES84738	EXP3727	ESR4278
ES84735	EXP3727	ESR4242
ES84735	EXP3727	ESR4278
ES84733	EXP3727	ESR4236
ES84750	EXP3727	ESR4335
ES84750	EXP3727	ESR4495
ES84749	EXP3727	ESR4300
ES84748	EXP3727	ESR4232
ES84748	EXP3727	ESR4300
ES84748	EXP3727	ESR4453
ES84747	EXP3727	ESR4222
ES84744	EXP3727	ESR4269
ES84743	EXP3727	ESR4278
ES84742	EXP3727	ESR4253
ES84757	EXP3727	ESR4300
ES84755	EXP3727	ESR4289
ES84754	EXP3727	ESR4278
ES84768	EXP3727	ESR4337
ES84767	EXP3727	ESR4222
ES84766	EXP3727	ESR4453
ES84763	EXP3727	ESR4278
ES84763	EXP3727	ESR4287
ES84763	EXP3727	ESR4428
ES84762	EXP3727	ESR4242
ES84761	EXP3727	ESR4219
ES84777	EXP3727	ESR4495
ES84775	EXP3727	ESR4225
ES84774	EXP3727	ESR4325
ES84772	EXP3727	ESR4256
ES84769	EXP3727	ESR4386
ES84786	EXP3727	ESR4336
ES84782	EXP3727	ESR4429
ES84781	EXP3727	ESR4256
ES84781	EXP3727	ESR4278
ES84781	EXP3727	ESR4287
ES84781	EXP3727	ESR4428
ES84779	EXP3727	ESR4220
ES84779	EXP3727	ESR4423
ES84778	EXP3727	ESR4386
ES84795	EXP3727	ESR4336
ES84792	EXP3727	ESR4325
ES84791	EXP3727	ESR4289
ES84789	EXP3727	ESR4242
ES84789	EXP3727	ESR4427
ES84787	EXP3727	ESR4236
ES84802	EXP3727	ESR4300
ES84800	EXP3727	ESR4269
ES84799	EXP3727	ESR4428
ES84798	EXP3727	ESR4256
ES84796	EXP3727	ESR4236
ES84811	EXP3727	ESR4225
ES84810	EXP3727	ESR4222
ES84809	EXP3727	ESR4278
ES84808	EXP3727	ESR4278
ES84805	EXP3727	ESR4243
ES84822	EXP3727	ESR4335
ES84822	EXP3727	ESR4495
ES84820	EXP3727	ESR4232
ES84819	EXP3727	ESR4222
ES84819	EXP3727	ESR4278
ES84819	EXP3727	ESR4315
ES84815	EXP3727	ESR4219
ES84815	EXP3727	ESR4315
ES84814	EXP3727	ESR4236
ES84826	EXP3727	ESR4256
ES84825	EXP3727	ESR4256
ES84823	EXP3727	ESR4269
ES84823	EXP3727	ESR4386
ES84839	EXP3727	ESR4454
ES84838	EXP3727	ESR4453
ES84837	EXP3727	ESR4325
ES84835	EXP3727	ESR4278
ES84832	EXP3727	ESR4269
ES84841	EXP3727	ESR4278
ES84840	EXP3727	ESR4236
ES84854	EXP3727	ESR4232
ES84853	EXP3727	ESR4315
ES84864	EXP3727	ESR4222
ES84861	EXP3727	ESR4278
ES84860	EXP3727	ESR4287
ES84859	EXP3727	ESR4242
ES84859	EXP3727	ESR4427
ES84857	EXP3727	ESR4386
ES84871	EXP3727	ESR4315
ES84870	EXP3727	ESR4278
ES84869	EXP3727	ESR4269
ES84866	EXP3727	ESR4269
ES84883	EXP3727	ESR4335
ES84881	EXP3727	ESR4225
ES84877	EXP3727	ESR4256
ES84877	EXP3727	ESR4427
ES84876	EXP3727	ESR4220
ES84891	EXP3727	ESR4325
ES84886	EXP3727	ESR4278
ES84884	EXP3727	ESR4236
ES84884	EXP3727	ESR4386
