FCS_ANNOTATION_ID	COMPENSATION_FLAG	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL	WORKSPACE_ID
18865	N	EXP3727	ES86833	62335	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18452	N	EXP3727	ES86842	61509	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18448	N	EXP3727	ES86845	61501	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18454	N	EXP3727	ES86848	61513	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18872	N	EXP3727	ES86853	62349	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18870	N	EXP3727	ES86854	62345	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18850	N	EXP3727	ES86864	62305	1023	0	75975	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18800	N	EXP3727	ES86880	62205	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18804	N	EXP3727	ES86884	62213	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18542	N	EXP3727	ES86887	61689	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18882	N	EXP3727	ES86894	62369	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18267	N	EXP3727	ES86906	61139	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18937	N	EXP3727	ES86931	62479	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18936	N	EXP3727	ES86935	62477	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19070	N	EXP3727	ES86942	62754	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19078	N	EXP3727	ES86945	62770	1023	0	194745	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18648	N	EXP3727	ES86957	61901	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18647	N	EXP3727	ES86961	61899	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18651	N	EXP3727	ES86965	61907	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19064	N	EXP3727	ES86997	62742	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18770	N	EXP3727	ES87005	62145	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18771	N	EXP3727	ES87007	62147	1023	0	19665	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18386	N	EXP3727	ES87021	61377	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18384	N	EXP3727	ES87023	61373	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18392	N	EXP3727	ES87026	61389	1023	0	140355	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18631	N	EXP3727	ES87031	61867	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18629	N	EXP3727	ES87033	61863	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19025	N	EXP3727	ES87050	62655	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19026	N	EXP3727	ES87052	62657	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18760	N	EXP3727	ES87062	62125	1023	0	120840	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18381	N	EXP3727	ES87189	61367	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18401	N	EXP3727	ES87206	61407	1023	0	114435	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18362	N	EXP3727	ES87219	61329	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18744	N	EXP3727	ES87240	62093	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18623	N	EXP3727	ES87251	61851	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18350	N	EXP3727	ES87254	61305	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18353	N	EXP3727	ES87255	61311	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18356	N	EXP3727	ES87259	61317	1023	0	100140	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18422	N	EXP3727	ES87281	61449	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18428	N	EXP3727	ES87286	61461	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18546	N	EXP3727	ES87292	61697	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18554	N	EXP3727	ES87295	61713	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18673	N	EXP3727	ES87317	61951	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18671	N	EXP3727	ES87319	61947	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18405	N	EXP3727	ES87329	61415	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18567	N	EXP3727	ES87338	61739	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18974	N	EXP3727	ES87347	62553	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18988	N	EXP3727	ES87358	62581	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18987	N	EXP3727	ES87360	62579	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18655	N	EXP3727	ES87371	61915	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18691	N	EXP3727	ES87389	61987	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18697	N	EXP3727	ES87394	61999	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18414	N	EXP3727	ES87455	61433	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18419	N	EXP3727	ES87457	61443	1023	0	107865	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18996	N	EXP3727	ES87468	62597	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18432	N	EXP3727	ES87482	61469	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18436	N	EXP3727	ES87486	61477	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18580	N	EXP3727	ES87495	61765	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18735	N	EXP3727	ES87564	62075	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18731	N	EXP3727	ES87584	62067	1023	0	17190	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19171	N	EXP3727	ES87615	62956	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19166	N	EXP3727	ES87616	62946	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19360	N	EXP3727	ES87641	63344	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19361	N	EXP3727	ES87644	63346	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19365	N	EXP3727	ES87648	63354	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19143	N	EXP3727	ES87658	62900	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19139	N	EXP3727	ES87661	62892	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19299	N	EXP3727	ES87676	63222	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19301	N	EXP3727	ES87683	63226	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19462	N	EXP3727	ES87686	63548	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19468	N	EXP3727	ES87691	63560	1023	0	94410	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19291	N	EXP3727	ES87723	63206	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19165	N	EXP3727	ES87754	62944	1023	0	56010	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19163	N	EXP3727	ES87755	62940	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19733	N	EXP3727	ES87757	64090	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19729	N	EXP3727	ES87760	64082	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19084	N	EXP3727	ES87775	62782	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19088	N	EXP3727	ES87781	62790	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19347	N	EXP3727	ES87791	63318	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
20209	N	EXP3727	ES87812	65052	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19154	N	EXP3727	ES87825	62922	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19242	N	EXP3727	ES87827	63108	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19239	N	EXP3727	ES87832	63102	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19246	N	EXP3727	ES87833	63116	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19111	N	EXP3727	ES87855	62836	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19114	N	EXP3727	ES87856	62842	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19281	N	EXP3727	ES87863	63186	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19277	N	EXP3727	ES87866	63178	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19278	N	EXP3727	ES87868	63180	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20070	N	EXP3727	ES87878	64774	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20112	N	EXP3727	ES87928	64858	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20110	N	EXP3727	ES87930	64854	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20108	N	EXP3727	ES87931	64850	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20114	N	EXP3727	ES87934	64862	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19580	N	EXP3727	ES87944	63784	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19581	N	EXP3727	ES87946	63786	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19584	N	EXP3727	ES87950	63792	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20047	N	EXP3727	ES87975	64728	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20058	N	EXP3727	ES87991	64750	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20053	N	EXP3727	ES87992	64740	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19473	N	EXP3727	ES87998	63570	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19739	N	EXP3727	ES88012	64102	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20130	N	EXP3727	ES88018	64894	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20131	N	EXP3727	ES88023	64896	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20132	N	EXP3727	ES88024	64898	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19443	N	EXP3727	ES88030	63510	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19832	N	EXP3727	ES88043	64288	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20074	N	EXP3727	ES88056	64782	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20077	N	EXP3727	ES88059	64788	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19266	N	EXP3727	ES88065	63156	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20100	N	EXP3727	ES88088	64834	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
20104	N	EXP3727	ES88094	64842	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20031	N	EXP3727	ES88098	64687	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20027	N	EXP3727	ES88101	64679	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19478	N	EXP3727	ES88108	63580	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19725	N	EXP3727	ES88116	64074	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19728	N	EXP3727	ES88120	64080	1023	0	133020	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19499	N	EXP3727	ES88123	63622	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20039	N	EXP3727	ES88132	64712	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19789	N	EXP3727	ES88148	64202	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20094	N	EXP3727	ES88152	64822	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20090	N	EXP3727	ES88155	64814	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20097	N	EXP3727	ES88156	64828	1023	0	166140	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19818	N	EXP3727	ES88165	64260	1023	0	174045	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20083	N	EXP3727	ES88172	64800	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20088	N	EXP3727	ES88174	64810	1023	0	95520	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19223	N	EXP3727	ES88217	63070	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19630	N	EXP3727	ES88225	63884	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19631	N	EXP3727	ES88227	63886	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19210	N	EXP3727	ES88246	63044	1023	0	198300	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20240	N	EXP3727	ES88249	65114	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20238	N	EXP3727	ES88250	65110	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
20241	N	EXP3727	ES88251	65116	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20237	N	EXP3727	ES88254	65108	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19539	N	EXP3727	ES88273	63702	1023	0	76905	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19538	N	EXP3727	ES88275	63700	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19524	N	EXP3727	ES88277	63672	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19895	N	EXP3727	ES88285	64414	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19896	N	EXP3727	ES88287	64416	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19898	N	EXP3727	ES88293	64420	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19877	N	EXP3727	ES88294	64378	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19878	N	EXP3727	ES88296	64380	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19371	N	EXP3727	ES88317	63366	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19378	N	EXP3727	ES88318	63380	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19640	N	EXP3727	ES88335	63904	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19647	N	EXP3727	ES88336	63918	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19837	N	EXP3727	ES88351	64298	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19861	N	EXP3727	ES88364	64346	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19862	N	EXP3727	ES88365	64348	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19506	N	EXP3727	ES88367	63636	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19509	N	EXP3727	ES88368	63642	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19504	N	EXP3727	ES88369	63632	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19505	N	EXP3727	ES88371	63634	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19511	N	EXP3727	ES88374	63646	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19187	N	EXP3727	ES88386	62988	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19197	N	EXP3727	ES88400	63008	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19195	N	EXP3727	ES88401	63004	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19193	N	EXP3727	ES88403	63000	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19201	N	EXP3727	ES88406	63016	1023	0	129105	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19234	N	EXP3727	ES88411	63092	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19395	N	EXP3727	ES88435	63414	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19996	N	EXP3727	ES88452	64617	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20235	N	EXP3727	ES88460	65104	1023	0	109815	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19983	N	EXP3727	ES88536	64591	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19988	N	EXP3727	ES88543	64601	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19610	N	EXP3727	ES88552	63844	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19850	N	EXP3727	ES88562	64324	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19544	N	EXP3727	ES88580	63712	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19336	N	EXP3727	ES88600	63296	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20016	N	EXP3727	ES88631	64657	1023	0	199455	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19922	N	EXP3727	ES88634	64469	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20166	N	EXP3727	ES88645	64966	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19118	N	EXP3727	ES88682	62850	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19125	N	EXP3727	ES88687	62864	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19650	N	EXP3727	ES88689	63924	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19407	N	EXP3727	ES88711	63438	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19412	N	EXP3727	ES88713	63448	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19416	N	EXP3727	ES88720	63456	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19423	N	EXP3727	ES88721	63470	1023	0	127335	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19429	N	EXP3727	ES88726	63482	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19425	N	EXP3727	ES88729	63474	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20006	N	EXP3727	ES88750	64637	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19571	N	EXP3727	ES88751	63766	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19659	N	EXP3727	ES88761	63942	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19670	N	EXP3727	ES88769	63964	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19668	N	EXP3727	ES88770	63960	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19672	N	EXP3727	ES88776	63968	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19683	N	EXP3727	ES88784	63990	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19941	N	EXP3727	ES88789	64507	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19689	N	EXP3727	ES88807	64002	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19697	N	EXP3727	ES88814	64018	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19693	N	EXP3727	ES88817	64010	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20183	N	EXP3727	ES88823	65000	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20184	N	EXP3727	ES88825	65002	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20179	N	EXP3727	ES88826	64992	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20186	N	EXP3727	ES88831	65006	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19955	N	EXP3727	ES88837	64535	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19329	N	EXP3727	ES88858	63282	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19967	N	EXP3727	ES88859	64559	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19964	N	EXP3727	ES88864	64553	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19710	N	EXP3727	ES88874	64044	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20196	N	EXP3727	ES88892	65026	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19978	N	EXP3727	ES88911	64581	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19979	N	EXP3727	ES88912	64583	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
22544	N	EXP3727	ES88925	68586	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
22542	N	EXP3727	ES88926	68582	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20692	N	EXP3727	ES88934	66018	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
