EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES87434	Flow_Cytometry		EXP3727		FCM	16	990
ES87443	Flow_Cytometry		EXP3727		FCM	16	990
ES87458	Flow_Cytometry		EXP3727		FCM	16	990
ES87461	Flow_Cytometry		EXP3727		FCM	16	990
ES87462	Flow_Cytometry		EXP3727		FCM	16	990
ES87464	Flow_Cytometry		EXP3727		FCM	16	990
ES87479	Flow_Cytometry		EXP3727		FCM	16	990
ES87484	Flow_Cytometry		EXP3727		FCM	5	990
ES87494	Flow_Cytometry		EXP3727		FCM	16	990
ES87510	Flow_Cytometry		EXP3727		FCM	16	990
ES87513	Flow_Cytometry		EXP3727		FCM	16	990
ES87514	Flow_Cytometry		EXP3727		FCM	16	990
ES87526	Flow_Cytometry		EXP3727		FCM	16	990
ES87527	Flow_Cytometry		EXP3727		FCM	16	990
ES87531	Flow_Cytometry		EXP3727		FCM	16	990
ES87542	Flow_Cytometry		EXP3727		FCM	16	990
ES87551	Flow_Cytometry		EXP3727		FCM	16	990
ES87559	Flow_Cytometry		EXP3727		FCM	16	990
ES87562	Flow_Cytometry		EXP3727		FCM	16	990
ES87570	Flow_Cytometry		EXP3727		FCM	16	990
ES87581	Flow_Cytometry		EXP3727		FCM	16	990
ES87592	Flow_Cytometry		EXP3727		FCM	5	990
ES87608	Flow_Cytometry		EXP3727		FCM	16	990
ES87616	Flow_Cytometry		EXP3727		FCM	32	990
ES87619	Flow_Cytometry		EXP3727		FCM	5	990
ES87627	Flow_Cytometry		EXP3727		FCM	16	990
ES87633	Flow_Cytometry		EXP3727		FCM	32	990
ES87645	Flow_Cytometry		EXP3727		FCM	16	990
ES87661	Flow_Cytometry		EXP3727		FCM	32	990
ES87690	Flow_Cytometry		EXP3727		FCM	16	990
ES87692	Flow_Cytometry		EXP3727		FCM	16	990
ES87707	Flow_Cytometry		EXP3727		FCM	32	990
ES87712	Flow_Cytometry		EXP3727		FCM	16	990
ES87715	Flow_Cytometry		EXP3727		FCM	32	990
ES87717	Flow_Cytometry		EXP3727		FCM	16	990
ES87718	Flow_Cytometry		EXP3727		FCM	5	990
ES87726	Flow_Cytometry		EXP3727		FCM	16	990
ES87741	Flow_Cytometry		EXP3727		FCM	32	990
ES87745	Flow_Cytometry		EXP3727		FCM	5	990
ES87748	Flow_Cytometry		EXP3727		FCM	16	990
ES87751	Flow_Cytometry		EXP3727		FCM	32	990
ES87761	Flow_Cytometry		EXP3727		FCM	32	990
ES87762	Flow_Cytometry		EXP3727		FCM	16	990
ES87764	Flow_Cytometry		EXP3727		FCM	16	990
ES87776	Flow_Cytometry		EXP3727		FCM	32	990
ES87782	Flow_Cytometry		EXP3727		FCM	16	990
ES87788	Flow_Cytometry		EXP3727		FCM	16	990
ES87791	Flow_Cytometry		EXP3727		FCM	16	990
ES87793	Flow_Cytometry		EXP3727		FCM	16	990
ES87795	Flow_Cytometry		EXP3727		FCM	32	990
ES87806	Flow_Cytometry		EXP3727		FCM	5	990
ES87814	Flow_Cytometry		EXP3727		FCM	16	990
ES87833	Flow_Cytometry		EXP3727		FCM	5	990
ES87850	Flow_Cytometry		EXP3727		FCM	16	990
ES87851	Flow_Cytometry		EXP3727		FCM	5	990
ES87853	Flow_Cytometry		EXP3727		FCM	16	990
ES87858	Flow_Cytometry		EXP3727		FCM	32	990
ES87859	Flow_Cytometry		EXP3727		FCM	16	990
ES87866	Flow_Cytometry		EXP3727		FCM	32	990
ES87880	Flow_Cytometry		EXP3727		FCM	16	990
ES87881	Flow_Cytometry		EXP3727		FCM	16	990
ES87891	Flow_Cytometry		EXP3727		FCM	16	990
ES87903	Flow_Cytometry		EXP3727		FCM	32	990
ES87914	Flow_Cytometry		EXP3727		FCM	5	990
ES87933	Flow_Cytometry		EXP3727		FCM	16	990
ES87948	Flow_Cytometry		EXP3727		FCM	32	990
ES87957	Flow_Cytometry		EXP3727		FCM	32	990
ES87974	Flow_Cytometry		EXP3727		FCM	32	990
ES88012	Flow_Cytometry		EXP3727		FCM	16	990
ES88031	Flow_Cytometry		EXP3727		FCM	5	990
ES88032	Flow_Cytometry		EXP3727		FCM	16	990
ES88046	Flow_Cytometry		EXP3727		FCM	32	990
ES88051	Flow_Cytometry		EXP3727		FCM	16	990
ES88052	Flow_Cytometry		EXP3727		FCM	16	990
ES88057	Flow_Cytometry		EXP3727		FCM	16	990
ES88083	Flow_Cytometry		EXP3727		FCM	32	990
ES88084	Flow_Cytometry		EXP3727		FCM	16	990
ES88089	Flow_Cytometry		EXP3727		FCM	32	990
ES88110	Flow_Cytometry		EXP3727		FCM	16	990
ES88146	Flow_Cytometry		EXP3727		FCM	16	990
ES88148	Flow_Cytometry		EXP3727		FCM	16	990
ES88150	Flow_Cytometry		EXP3727		FCM	16	990
ES88153	Flow_Cytometry		EXP3727		FCM	32	990
ES88155	Flow_Cytometry		EXP3727		FCM	16	990
ES88170	Flow_Cytometry		EXP3727		FCM	32	990
ES88178	Flow_Cytometry		EXP3727		FCM	16	990
ES88181	Flow_Cytometry		EXP3727		FCM	32	990
ES88185	Flow_Cytometry		EXP3727		FCM	16	990
ES88199	Flow_Cytometry		EXP3727		FCM	32	990
ES88204	Flow_Cytometry		EXP3727		FCM	5	990
ES88213	Flow_Cytometry		EXP3727		FCM	16	990
ES88216	Flow_Cytometry		EXP3727		FCM	16	990
ES88217	Flow_Cytometry		EXP3727		FCM	16	990
ES88222	Flow_Cytometry		EXP3727		FCM	16	990
ES88251	Flow_Cytometry		EXP3727		FCM	16	990
ES88257	Flow_Cytometry		EXP3727		FCM	16	990
ES88260	Flow_Cytometry		EXP3727		FCM	16	990
ES88262	Flow_Cytometry		EXP3727		FCM	16	990
ES88265	Flow_Cytometry		EXP3727		FCM	16	990
ES88269	Flow_Cytometry		EXP3727		FCM	16	990
ES88275	Flow_Cytometry		EXP3727		FCM	16	990
ES88286	Flow_Cytometry		EXP3727		FCM	16	990
ES88290	Flow_Cytometry		EXP3727		FCM	16	990
ES88296	Flow_Cytometry		EXP3727		FCM	16	990
ES88319	Flow_Cytometry		EXP3727		FCM	16	990
ES88324	Flow_Cytometry		EXP3727		FCM	16	990
ES88330	Flow_Cytometry		EXP3727		FCM	16	990
ES88361	Flow_Cytometry		EXP3727		FCM	16	990
ES88364	Flow_Cytometry		EXP3727		FCM	16	990
ES88367	Flow_Cytometry		EXP3727		FCM	16	990
ES88369	Flow_Cytometry		EXP3727		FCM	16	990
ES88377	Flow_Cytometry		EXP3727		FCM	16	990
ES88405	Flow_Cytometry		EXP3727		FCM	16	990
ES88422	Flow_Cytometry		EXP3727		FCM	16	990
ES88448	Flow_Cytometry		EXP3727		FCM	16	990
ES88454	Flow_Cytometry		EXP3727		FCM	16	990
ES88469	Flow_Cytometry		EXP3727		FCM	5	990
ES88471	Flow_Cytometry		EXP3727		FCM	16	990
ES88486	Flow_Cytometry		EXP3727		FCM	16	990
ES88496	Flow_Cytometry		EXP3727		FCM	5	990
ES88497	Flow_Cytometry		EXP3727		FCM	16	990
ES88513	Flow_Cytometry		EXP3727		FCM	16	990
ES88514	Flow_Cytometry		EXP3727		FCM	5	990
ES88517	Flow_Cytometry		EXP3727		FCM	16	990
ES88520	Flow_Cytometry		EXP3727		FCM	16	990
ES88525	Flow_Cytometry		EXP3727		FCM	16	990
ES88537	Flow_Cytometry		EXP3727		FCM	16	990
ES88541	Flow_Cytometry		EXP3727		FCM	5	990
ES88555	Flow_Cytometry		EXP3727		FCM	16	990
ES88560	Flow_Cytometry		EXP3727		FCM	16	990
ES88572	Flow_Cytometry		EXP3727		FCM	16	990
ES88582	Flow_Cytometry		EXP3727		FCM	16	990
ES88584	Flow_Cytometry		EXP3727		FCM	16	990
ES88587	Flow_Cytometry		EXP3727		FCM	16	990
ES88598	Flow_Cytometry		EXP3727		FCM	16	990
ES88599	Flow_Cytometry		EXP3727		FCM	16	990
ES88618	Flow_Cytometry		EXP3727		FCM	16	990
ES88645	Flow_Cytometry		EXP3727		FCM	16	990
ES88657	Flow_Cytometry		EXP3727		FCM	16	990
ES88659	Flow_Cytometry		EXP3727		FCM	16	990
ES88675	Flow_Cytometry		EXP3727		FCM	16	990
ES88691	Flow_Cytometry		EXP3727		FCM	16	990
ES88700	Flow_Cytometry		EXP3727		FCM	16	990
ES88702	Flow_Cytometry		EXP3727		FCM	16	990
ES88714	Flow_Cytometry		EXP3727		FCM	16	990
ES88732	Flow_Cytometry		EXP3727		FCM	16	990
ES88735	Flow_Cytometry		EXP3727		FCM	16	990
ES88752	Flow_Cytometry		EXP3727		FCM	16	990
ES88765	Flow_Cytometry		EXP3727		FCM	16	990
ES88768	Flow_Cytometry		EXP3727		FCM	16	990
ES88780	Flow_Cytometry		EXP3727		FCM	16	990
ES88782	Flow_Cytometry		EXP3727		FCM	16	990
ES88785	Flow_Cytometry		EXP3727		FCM	16	990
ES88789	Flow_Cytometry		EXP3727		FCM	16	990
ES88792	Flow_Cytometry		EXP3727		FCM	16	990
ES88793	Flow_Cytometry		EXP3727		FCM	5	990
ES88819	Flow_Cytometry		EXP3727		FCM	16	990
ES88839	Flow_Cytometry		EXP3727		FCM	16	990
ES88842	Flow_Cytometry		EXP3727		FCM	16	990
ES88856	Flow_Cytometry		EXP3727		FCM	5	990
ES88860	Flow_Cytometry		EXP3727		FCM	16	990
ES88866	Flow_Cytometry		EXP3727		FCM	16	990
ES88870	Flow_Cytometry		EXP3727		FCM	16	990
ES88874	Flow_Cytometry		EXP3727		FCM	5	990
ES88876	Flow_Cytometry		EXP3727		FCM	16	990
ES88890	Flow_Cytometry		EXP3727		FCM	16	990
ES88896	Flow_Cytometry		EXP3727		FCM	16	990
ES88898	Flow_Cytometry		EXP3727		FCM	16	990
ES88901	Flow_Cytometry		EXP3727		FCM	5	990
ES88905	Flow_Cytometry		EXP3727		FCM	16	990
ES88907	Flow_Cytometry		EXP3727		FCM	16	990
ES88910	Flow_Cytometry		EXP3727		FCM	5	990
ES88914	Flow_Cytometry		EXP3727		FCM	16	990
ES88916	Flow_Cytometry		EXP3727		FCM	32	990
ES88934	Flow_Cytometry		EXP3727		FCM	32	990
ES88942	Flow_Cytometry		EXP3727		FCM	16	990
ES88944	Flow_Cytometry		EXP3727		FCM	32	990
ES88956	Flow_Cytometry		EXP3727		FCM	16	990
ES88969	Flow_Cytometry		EXP3727		FCM	16	990
ES88974	Flow_Cytometry		EXP3727		FCM	16	990
ES88979	Flow_Cytometry		EXP3727		FCM	32	990
ES88981	Flow_Cytometry		EXP3727		FCM	32	990
ES88990	Flow_Cytometry		EXP3727		FCM	32	990
ES88998	Flow_Cytometry		EXP3727		FCM	32	990
ES89014	Flow_Cytometry		EXP3727		FCM	16	990
ES89022	Flow_Cytometry		EXP3727		FCM	16	990
ES89025	Flow_Cytometry		EXP3727		FCM	32	990
ES89027	Flow_Cytometry		EXP3727		FCM	16	990
ES89031	Flow_Cytometry		EXP3727		FCM	16	990
ES89035	Flow_Cytometry		EXP3727		FCM	32	990
ES89068	Flow_Cytometry		EXP3727		FCM	16	990
ES89072	Flow_Cytometry		EXP3727		FCM	16	990
ES89084	Flow_Cytometry		EXP3727		FCM	16	990
ES89085	Flow_Cytometry		EXP3727		FCM	16	990
ES89098	Flow_Cytometry		EXP3727		FCM	16	990
ES89104	Flow_Cytometry		EXP3727		FCM	32	990
ES89115	Flow_Cytometry		EXP3727		FCM	32	990
ES89118	Flow_Cytometry		EXP3727		FCM	16	990
ES89122	Flow_Cytometry		EXP3727		FCM	32	990
ES89129	Flow_Cytometry		EXP3727		FCM	16	990
ES89135	Flow_Cytometry		EXP3727		FCM	16	990
ES89136	Flow_Cytometry		EXP3727		FCM	16	990
ES89143	Flow_Cytometry		EXP3727		FCM	16	990
ES89151	Flow_Cytometry		EXP3727		FCM	32	990
ES89182	Flow_Cytometry		EXP3727		FCM	5	990
ES89183	Flow_Cytometry		EXP3727		FCM	16	990
ES89190	Flow_Cytometry		EXP3727		FCM	16	990
ES89202	Flow_Cytometry		EXP3727		FCM	16	990
ES89204	Flow_Cytometry		EXP3727		FCM	32	990
ES89214	Flow_Cytometry		EXP3727		FCM	32	990
ES89226	Flow_Cytometry		EXP3727		FCM	16	990
ES89233	Flow_Cytometry		EXP3727		FCM	16	990
ES89248	Flow_Cytometry		EXP3727		FCM	32	990
ES89265	Flow_Cytometry		EXP3727		FCM	16	990
ES89266	Flow_Cytometry		EXP3727		FCM	32	990
ES89274	Flow_Cytometry		EXP3727		FCM	16	990
ES89275	Flow_Cytometry		EXP3727		FCM	32	990
ES89299	Flow_Cytometry		EXP3727		FCM	5	990
ES89312	Flow_Cytometry		EXP3727		FCM	32	990
ES89314	Flow_Cytometry		EXP3727		FCM	16	990
ES89320	Flow_Cytometry		EXP3727		FCM	32	990
ES89321	Flow_Cytometry		EXP3727		FCM	32	990
ES89328	Flow_Cytometry		EXP3727		FCM	16	990
ES89330	Flow_Cytometry		EXP3727		FCM	32	990
ES89352	Flow_Cytometry		EXP3727		FCM	16	990
ES89366	Flow_Cytometry		EXP3727		FCM	32	990
ES89397	Flow_Cytometry		EXP3727		FCM	16	990
ES89398	Flow_Cytometry		EXP3727		FCM	16	990
ES89402	Flow_Cytometry		EXP3727		FCM	16	990
ES89409	Flow_Cytometry		EXP3727		FCM	32	990
ES89421	Flow_Cytometry		EXP3727		FCM	16	990
ES89425	Flow_Cytometry		EXP3727		FCM	16	990
ES89434	Flow_Cytometry		EXP3727		FCM	16	990
ES89453	Flow_Cytometry		EXP3727		FCM	32	990
ES89460	Flow_Cytometry		EXP3727		FCM	16	990
ES89466	Flow_Cytometry		EXP3727		FCM	16	990
ES89474	Flow_Cytometry		EXP3727		FCM	16	990
ES89484	Flow_Cytometry		EXP3727		FCM	16	990
ES89500	Flow_Cytometry		EXP3727		FCM	32	990
ES89509	Flow_Cytometry		EXP3727		FCM	16	990
ES89547	Flow_Cytometry		EXP3727		FCM	16	990
ES89562	Flow_Cytometry		EXP3727		FCM	16	990
ES89575	Flow_Cytometry		EXP3727		FCM	16	990
ES89578	Flow_Cytometry		EXP3727		FCM	16	990
ES89581	Flow_Cytometry		EXP3727		FCM	16	990
ES89585	Flow_Cytometry		EXP3727		FCM	5	990
ES89590	Flow_Cytometry		EXP3727		FCM	16	990
ES89601	Flow_Cytometry		EXP3727		FCM	16	990
ES89605	Flow_Cytometry		EXP3727		FCM	16	990
ES89608	Flow_Cytometry		EXP3727		FCM	16	990
ES89613	Flow_Cytometry		EXP3727		FCM	16	990
ES89639	Flow_Cytometry		EXP3727		FCM	5	990
ES89645	Flow_Cytometry		EXP3727		FCM	16	990
ES89651	Flow_Cytometry		EXP3727		FCM	16	990
ES89652	Flow_Cytometry		EXP3727		FCM	16	990
ES89680	Flow_Cytometry		EXP3727		FCM	16	990
ES89686	Flow_Cytometry		EXP3727		FCM	16	990
ES89690	Flow_Cytometry		EXP3727		FCM	16	990
ES89710	Flow_Cytometry		EXP3727		FCM	16	990
ES89718	Flow_Cytometry		EXP3727		FCM	16	990
ES89724	Flow_Cytometry		EXP3727		FCM	16	990
ES89736	Flow_Cytometry		EXP3727		FCM	16	990
ES89746	Flow_Cytometry		EXP3727		FCM	16	990
ES89751	Flow_Cytometry		EXP3727		FCM	16	990
ES89772	Flow_Cytometry		EXP3727		FCM	16	990
ES89775	Flow_Cytometry		EXP3727		FCM	16	990
ES89784	Flow_Cytometry		EXP3727		FCM	16	990
ES89786	Flow_Cytometry		EXP3727		FCM	16	990
ES89790	Flow_Cytometry		EXP3727		FCM	16	990
ES89796	Flow_Cytometry		EXP3727		FCM	16	990
ES89802	Flow_Cytometry		EXP3727		FCM	16	990
ES89805	Flow_Cytometry		EXP3727		FCM	16	990
ES89831	Flow_Cytometry		EXP3727		FCM	16	990
ES89841	Flow_Cytometry		EXP3727		FCM	16	990
ES89845	Flow_Cytometry		EXP3727		FCM	16	990
ES89857	Flow_Cytometry		EXP3727		FCM	16	990
ES89862	Flow_Cytometry		EXP3727		FCM	16	990
ES89904	Flow_Cytometry		EXP3727		FCM	16	990
ES89919	Flow_Cytometry		EXP3727		FCM	16	990
ES89920	Flow_Cytometry		EXP3727		FCM	16	990
ES89932	Flow_Cytometry		EXP3727		FCM	16	990
ES89938	Flow_Cytometry		EXP3727		FCM	16	990
ES89940	Flow_Cytometry		EXP3727		FCM	16	990
ES89948	Flow_Cytometry		EXP3727		FCM	16	990
ES89954	Flow_Cytometry		EXP3727		FCM	5	990
ES89961	Flow_Cytometry		EXP3727		FCM	16	990
ES89963	Flow_Cytometry		EXP3727		FCM	5	990
ES89964	Flow_Cytometry		EXP3727		FCM	16	990
ES89971	Flow_Cytometry		EXP3727		FCM	16	990
ES89972	Flow_Cytometry		EXP3727		FCM	5	990
ES89977	Flow_Cytometry		EXP3727		FCM	16	990
ES89987	Flow_Cytometry		EXP3727		FCM	16	990
ES89995	Flow_Cytometry		EXP3727		FCM	16	990
ES90000	Flow_Cytometry		EXP3727		FCM	16	990
ES90003	Flow_Cytometry		EXP3727		FCM	16	990
ES90014	Flow_Cytometry		EXP3727		FCM	16	990
ES90015	Flow_Cytometry		EXP3727		FCM	16	990
ES90029	Flow_Cytometry		EXP3727		FCM	16	990
ES90038	Flow_Cytometry		EXP3727		FCM	16	990
ES90040	Flow_Cytometry		EXP3727		FCM	16	990
ES90041	Flow_Cytometry		EXP3727		FCM	16	990
ES90048	Flow_Cytometry		EXP3727		FCM	16	990
ES90052	Flow_Cytometry		EXP3727		FCM	16	990
ES90053	Flow_Cytometry		EXP3727		FCM	5	990
ES90068	Flow_Cytometry		EXP3727		FCM	16	990
ES90080	Flow_Cytometry		EXP3727		FCM	5	990
ES90084	Flow_Cytometry		EXP3727		FCM	16	990
ES90108	Flow_Cytometry		EXP3727		FCM	16	990
ES90112	Flow_Cytometry		EXP3727		FCM	16	990
ES90139	Flow_Cytometry		EXP3727		FCM	16	990
ES90140	Flow_Cytometry		EXP3727		FCM	16	990
ES90146	Flow_Cytometry		EXP3727		FCM	16	990
ES90152	Flow_Cytometry		EXP3727		FCM	5	990
ES90159	Flow_Cytometry		EXP3727		FCM	16	990
ES90168	Flow_Cytometry		EXP3727		FCM	16	990
ES90170	Flow_Cytometry		EXP3727		FCM	5	990
ES90172	Flow_Cytometry		EXP3727		FCM	16	990
ES90175	Flow_Cytometry		EXP3727		FCM	16	990
ES90193	Flow_Cytometry		EXP3727		FCM	16	990
ES90206	Flow_Cytometry		EXP3727		FCM	16	990
ES90220	Flow_Cytometry		EXP3727		FCM	16	990
ES92770	Flow_Cytometry		EXP3727		FCM	16	990
ES92775	Flow_Cytometry		EXP3727		FCM	16	990
ES92777	Flow_Cytometry		EXP3727		FCM	16	990
ES92778	Flow_Cytometry		EXP3727		FCM	16	990
ES92783	Flow_Cytometry		EXP3727		FCM	16	990
ES92787	Flow_Cytometry		EXP3727		FCM	16	990
ES92794	Flow_Cytometry		EXP3727		FCM	5	990
ES92803	Flow_Cytometry		EXP3727		FCM	16	990
ES92805	Flow_Cytometry		EXP3727		FCM	16	990
ES92807	Flow_Cytometry		EXP3727		FCM	16	990
ES92813	Flow_Cytometry		EXP3727		FCM	16	990
ES92824	Flow_Cytometry		EXP3727		FCM	16	990
ES92827	Flow_Cytometry		EXP3727		FCM	5	990
ES92828	Flow_Cytometry		EXP3727		FCM	16	990
ES92835	Flow_Cytometry		EXP3727		FCM	32	990
ES92840	Flow_Cytometry		EXP3727		FCM	16	990
ES92890	Flow_Cytometry		EXP3727		FCM	16	990
ES92891	Flow_Cytometry		EXP3727		FCM	16	990
ES92903	Flow_Cytometry		EXP3727		FCM	16	990
ES92909	Flow_Cytometry		EXP3727		FCM	16	990
ES92912	Flow_Cytometry		EXP3727		FCM	16	990
ES92917	Flow_Cytometry		EXP3727		FCM	16	990
ES92921	Flow_Cytometry		EXP3727		FCM	16	990
ES92922	Flow_Cytometry		EXP3727		FCM	16	990
ES92926	Flow_Cytometry		EXP3727		FCM	16	990
ES92927	Flow_Cytometry		EXP3727		FCM	16	990
ES92928	Flow_Cytometry		EXP3727		FCM	16	990
ES92929	Flow_Cytometry		EXP3727		FCM	5	990
ES92930	Flow_Cytometry		EXP3727		FCM	16	990
ES92935	Flow_Cytometry		EXP3727		FCM	16	990
ES92938	Flow_Cytometry		EXP3727		FCM	5	990
ES92950	Flow_Cytometry		EXP3727		FCM	32	990
ES92951	Flow_Cytometry		EXP3727		FCM	32	990
ES92957	Flow_Cytometry		EXP3727		FCM	16	990
ES92964	Flow_Cytometry		EXP3727		FCM	16	990
ES92974	Flow_Cytometry		EXP3727		FCM	5	990
ES92984	Flow_Cytometry		EXP3727		FCM	16	990
ES92989	Flow_Cytometry		EXP3727		FCM	16	990
ES92994	Flow_Cytometry		EXP3727		FCM	16	990
ES93004	Flow_Cytometry		EXP3727		FCM	32	990
ES93005	Flow_Cytometry		EXP3727		FCM	32	990
ES93022	Flow_Cytometry		EXP3727		FCM	32	990
ES93039	Flow_Cytometry		EXP3727		FCM	16	990
ES93042	Flow_Cytometry		EXP3727		FCM	32	990
ES93050	Flow_Cytometry		EXP3727		FCM	32	990
ES93058	Flow_Cytometry		EXP3727		FCM	32	990
ES93060	Flow_Cytometry		EXP3727		FCM	32	990
ES93066	Flow_Cytometry		EXP3727		FCM	16	990
ES93068	Flow_Cytometry		EXP3727		FCM	32	990
ES93078	Flow_Cytometry		EXP3727		FCM	32	990
ES93080	Flow_Cytometry		EXP3727		FCM	16	990
ES93082	Flow_Cytometry		EXP3727		FCM	5	990
ES93084	Flow_Cytometry		EXP3727		FCM	16	990
ES93089	Flow_Cytometry		EXP3727		FCM	16	990
ES93090	Flow_Cytometry		EXP3727		FCM	16	990
ES93096	Flow_Cytometry		EXP3727		FCM	32	990
ES93102	Flow_Cytometry		EXP3727		FCM	16	990
ES93125	Flow_Cytometry		EXP3727		FCM	16	990
ES93129	Flow_Cytometry		EXP3727		FCM	16	990
ES93146	Flow_Cytometry		EXP3727		FCM	16	990
ES93150	Flow_Cytometry		EXP3727		FCM	32	990
ES93155	Flow_Cytometry		EXP3727		FCM	16	990
ES93168	Flow_Cytometry		EXP3727		FCM	32	990
ES93176	Flow_Cytometry		EXP3727		FCM	32	990
ES93178	Flow_Cytometry		EXP3727		FCM	16	990
ES93186	Flow_Cytometry		EXP3727		FCM	32	990
ES93188	Flow_Cytometry		EXP3727		FCM	16	990
ES93192	Flow_Cytometry		EXP3727		FCM	16	990
ES93211	Flow_Cytometry		EXP3727		FCM	32	990
ES93212	Flow_Cytometry		EXP3727		FCM	32	990
ES93214	Flow_Cytometry		EXP3727		FCM	16	990
ES93224	Flow_Cytometry		EXP3727		FCM	16	990
ES93230	Flow_Cytometry		EXP3727		FCM	32	990
ES93239	Flow_Cytometry		EXP3727		FCM	32	990
ES93242	Flow_Cytometry		EXP3727		FCM	16	990
ES93250	Flow_Cytometry		EXP3727		FCM	16	990
ES93253	Flow_Cytometry		EXP3727		FCM	5	990
ES93263	Flow_Cytometry		EXP3727		FCM	16	990
ES93266	Flow_Cytometry		EXP3727		FCM	32	990
ES93269	Flow_Cytometry		EXP3727		FCM	16	990
ES93278	Flow_Cytometry		EXP3727		FCM	16	990
ES93287	Flow_Cytometry		EXP3727		FCM	16	990
ES93295	Flow_Cytometry		EXP3727		FCM	16	990
ES93298	Flow_Cytometry		EXP3727		FCM	5	990
ES93311	Flow_Cytometry		EXP3727		FCM	32	990
ES93332	Flow_Cytometry		EXP3727		FCM	16	990
ES93336	Flow_Cytometry		EXP3727		FCM	16	990
ES93340	Flow_Cytometry		EXP3727		FCM	16	990
ES93342	Flow_Cytometry		EXP3727		FCM	16	990
ES93343	Flow_Cytometry		EXP3727		FCM	5	990
ES93350	Flow_Cytometry		EXP3727		FCM	16	990
ES93352	Flow_Cytometry		EXP3727		FCM	5	990
ES93392	Flow_Cytometry		EXP3727		FCM	16	990
ES93396	Flow_Cytometry		EXP3727		FCM	16	990
ES93399	Flow_Cytometry		EXP3727		FCM	16	990
ES93400	Flow_Cytometry		EXP3727		FCM	16	990
ES93401	Flow_Cytometry		EXP3727		FCM	16	990
ES93410	Flow_Cytometry		EXP3727		FCM	16	990
ES93412	Flow_Cytometry		EXP3727		FCM	16	990
ES93422	Flow_Cytometry		EXP3727		FCM	16	990
ES93433	Flow_Cytometry		EXP3727		FCM	5	990
ES93437	Flow_Cytometry		EXP3727		FCM	16	990
ES93461	Flow_Cytometry		EXP3727		FCM	16	990
ES93468	Flow_Cytometry		EXP3727		FCM	5	990
ES93469	Flow_Cytometry		EXP3727		FCM	16	990
ES93492	Flow_Cytometry		EXP3727		FCM	16	990
ES93498	Flow_Cytometry		EXP3727		FCM	16	990
ES93501	Flow_Cytometry		EXP3727		FCM	16	990
ES93502	Flow_Cytometry		EXP3727		FCM	5	990
ES93510	Flow_Cytometry		EXP3727		FCM	16	990
ES93528	Flow_Cytometry		EXP3727		FCM	16	990
ES93533	Flow_Cytometry		EXP3727		FCM	16	990
ES93550	Flow_Cytometry		EXP3727		FCM	16	990
ES93552	Flow_Cytometry		EXP3727		FCM	16	990
ES93579	Flow_Cytometry		EXP3727		FCM	16	990
ES93590	Flow_Cytometry		EXP3727		FCM	16	990
ES93600	Flow_Cytometry		EXP3727		FCM	16	990
ES93607	Flow_Cytometry		EXP3727		FCM	16	990
ES93615	Flow_Cytometry		EXP3727		FCM	16	990
ES93628	Flow_Cytometry		EXP3727		FCM	5	990
ES93630	Flow_Cytometry		EXP3727		FCM	16	990
ES93652	Flow_Cytometry		EXP3727		FCM	16	990
ES93657	Flow_Cytometry		EXP3727		FCM	16	990
ES93662	Flow_Cytometry		EXP3727		FCM	16	990
ES93670	Flow_Cytometry		EXP3727		FCM	16	990
ES93690	Flow_Cytometry		EXP3727		FCM	16	990
ES93691	Flow_Cytometry		EXP3727		FCM	5	990
ES93699	Flow_Cytometry		EXP3727		FCM	16	990
ES93702	Flow_Cytometry		EXP3727		FCM	16	990
ES93704	Flow_Cytometry		EXP3727		FCM	16	990
ES93706	Flow_Cytometry		EXP3727		FCM	16	990
ES93720	Flow_Cytometry		EXP3727		FCM	16	990
ES93731	Flow_Cytometry		EXP3727		FCM	16	990
ES93733	Flow_Cytometry		EXP3727		FCM	16	990
ES93754	Flow_Cytometry		EXP3727		FCM	16	990
ES93767	Flow_Cytometry		EXP3727		FCM	16	990
ES93785	Flow_Cytometry		EXP3727		FCM	16	990
ES93837	Flow_Cytometry		EXP3727		FCM	16	990
ES93848	Flow_Cytometry		EXP3727		FCM	16	990
ES93852	Flow_Cytometry		EXP3727		FCM	16	990
ES93860	Flow_Cytometry		EXP3727		FCM	5	990
ES93879	Flow_Cytometry		EXP3727		FCM	16	990
ES93881	Flow_Cytometry		EXP3727		FCM	16	990
ES93895	Flow_Cytometry		EXP3727		FCM	16	990
ES93902	Flow_Cytometry		EXP3727		FCM	16	990
ES93908	Flow_Cytometry		EXP3727		FCM	16	990
ES93909	Flow_Cytometry		EXP3727		FCM	16	990
ES93910	Flow_Cytometry		EXP3727		FCM	16	990
ES93917	Flow_Cytometry		EXP3727		FCM	16	990
ES93930	Flow_Cytometry		EXP3727		FCM	16	990
ES93944	Flow_Cytometry		EXP3727		FCM	16	990
ES93949	Flow_Cytometry		EXP3727		FCM	16	990
ES93958	Flow_Cytometry		EXP3727		FCM	16	990
ES93963	Flow_Cytometry		EXP3727		FCM	16	990
ES93965	Flow_Cytometry		EXP3727		FCM	16	990
ES93972	Flow_Cytometry		EXP3727		FCM	16	990
ES93975	Flow_Cytometry		EXP3727		FCM	16	990
ES93979	Flow_Cytometry		EXP3727		FCM	16	990
