BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS121768	ES97532	EXP3728
BS121768	ES97526	EXP3728
BS121770	ES97544	EXP3728
BS121774	ES97560	EXP3728
BS121775	ES97562	EXP3728
BS121776	ES97565	EXP3728
BS121776	ES97564	EXP3728
BS121778	ES97577	EXP3728
BS121778	ES97573	EXP3728
BS121786	ES97602	EXP3728
BS121788	ES97610	EXP3728
BS121791	ES97624	EXP3728
BS121799	ES97648	EXP3728
BS121801	ES97658	EXP3728
BS121805	ES97672	EXP3728
BS121806	ES97673	EXP3728
BS121813	ES97690	EXP3728
BS121815	ES97702	EXP3728
BS121818	ES97719	EXP3728
BS121818	ES97716	EXP3728
BS121819	ES97724	EXP3728
BS121821	ES97732	EXP3728
BS121821	ES97731	EXP3728
BS121821	ES97730	EXP3728
BS121821	ES97729	EXP3728
BS121822	ES97734	EXP3728
BS121823	ES97743	EXP3728
BS121825	ES97750	EXP3728
BS121827	ES97762	EXP3728
BS121827	ES97760	EXP3728
BS121832	ES97772	EXP3728
BS121834	ES97778	EXP3728
BS121837	ES97786	EXP3728
BS121838	ES97791	EXP3728
BS121839	ES97794	EXP3728
BS121840	ES97799	EXP3728
BS121840	ES97798	EXP3728
BS121845	ES97806	EXP3728
BS121846	ES97813	EXP3728
BS121851	ES97840	EXP3728
BS121853	ES97851	EXP3728
BS121854	ES97854	EXP3728
BS121856	ES97860	EXP3728
BS121861	ES97877	EXP3728
BS121863	ES97884	EXP3728
BS121863	ES97882	EXP3728
BS121866	ES97898	EXP3728
BS121867	ES97904	EXP3728
BS121868	ES97910	EXP3728
BS121871	ES97927	EXP3728
BS121873	ES97933	EXP3728
BS121874	ES97942	EXP3728
BS121875	ES97947	EXP3728
BS121876	ES97952	EXP3728
BS121876	ES97949	EXP3728
BS121877	ES97956	EXP3728
BS121878	ES97962	EXP3728
BS121879	ES97963	EXP3728
BS121881	ES97977	EXP3728
BS121886	ES97998	EXP3728
BS121891	ES98015	EXP3728
BS121891	ES98014	EXP3728
BS121896	ES98029	EXP3728
BS121897	ES98031	EXP3728
BS121899	ES98034	EXP3728
BS121901	ES98036	EXP3728
BS121907	ES98054	EXP3728
BS121908	ES98058	EXP3728
BS121909	ES98062	EXP3728
BS121910	ES98067	EXP3728
BS121911	ES98068	EXP3728
BS121912	ES98070	EXP3728
BS121915	ES98089	EXP3728
BS121917	ES98097	EXP3728
BS121918	ES98102	EXP3728
BS121919	ES98109	EXP3728
BS121921	ES98117	EXP3728
BS121921	ES98116	EXP3728
BS121923	ES98130	EXP3728
BS121923	ES98127	EXP3728
BS121924	ES98132	EXP3728
BS121925	ES98137	EXP3728
BS121927	ES98148	EXP3728
BS121928	ES98158	EXP3728
BS121928	ES98156	EXP3728
BS121931	ES98170	EXP3728
BS121936	ES98197	EXP3728
BS121940	ES98213	EXP3728
BS121941	ES98216	EXP3728
BS121944	ES98225	EXP3728
BS121946	ES98233	EXP3728
BS121958	ES98259	EXP3728
BS121958	ES98257	EXP3728
BS121959	ES98262	EXP3728
BS121960	ES98266	EXP3728
BS121960	ES98264	EXP3728
BS121965	ES98283	EXP3728
BS121966	ES98284	EXP3728
BS121969	ES98295	EXP3728
BS121971	ES98305	EXP3728
BS121973	ES98314	EXP3728
BS121974	ES98320	EXP3728
BS121974	ES98318	EXP3728
BS121976	ES98332	EXP3728
BS121976	ES98328	EXP3728
BS121977	ES98339	EXP3728
BS121980	ES98348	EXP3728
BS121980	ES98347	EXP3728
BS121983	ES98361	EXP3728
BS121984	ES98363	EXP3728
BS121987	ES98378	EXP3728
BS121989	ES98388	EXP3728
BS121990	ES98394	EXP3728
BS121992	ES98400	EXP3728
BS121993	ES98405	EXP3728
BS121997	ES98421	EXP3728
BS122000	ES98435	EXP3728
BS122000	ES98433	EXP3728
BS122009	ES98474	EXP3728
BS122011	ES98478	EXP3728
BS122013	ES98491	EXP3728
BS122017	ES98512	EXP3728
BS122017	ES98510	EXP3728
BS122019	ES98520	EXP3728
BS122020	ES98526	EXP3728
BS122022	ES98534	EXP3728
BS122022	ES98533	EXP3728
BS122026	ES98557	EXP3728
BS122033	ES98592	EXP3728
BS122034	ES98596	EXP3728
BS122036	ES98604	EXP3728
BS122037	ES98612	EXP3728
BS122042	ES98629	EXP3728
BS122046	ES98647	EXP3728
BS122050	ES98662	EXP3728
BS122053	ES98681	EXP3728
BS122055	ES98687	EXP3728
BS122056	ES98692	EXP3728
BS122057	ES98698	EXP3728
BS122058	ES98705	EXP3728
BS122061	ES98717	EXP3728
BS122064	ES98728	EXP3728
BS122066	ES98741	EXP3728
BS122068	ES98749	EXP3728
BS122070	ES98757	EXP3728
BS122071	ES98763	EXP3728
BS122072	ES98766	EXP3728
BS122073	ES98772	EXP3728
BS122074	ES98777	EXP3728
BS122077	ES98794	EXP3728
BS122080	ES98804	EXP3728
BS122082	ES98818	EXP3728
BS122082	ES98817	EXP3728
BS122084	ES98828	EXP3728
BS122086	ES98836	EXP3728
BS122087	ES98842	EXP3728
BS122089	ES98852	EXP3728
BS122090	ES98855	EXP3728
BS122092	ES98867	EXP3728
BS122092	ES98865	EXP3728
BS122093	ES98870	EXP3728
BS122094	ES98876	EXP3728
BS122094	ES98874	EXP3728
BS122096	ES98884	EXP3728
BS122097	ES98888	EXP3728
BS122098	ES98896	EXP3728
BS122099	ES98902	EXP3728
BS122104	ES98923	EXP3728
BS122105	ES98926	EXP3728
BS122106	ES98929	EXP3728
BS122107	ES98934	EXP3728
BS122108	ES98941	EXP3728
BS122110	ES98950	EXP3728
BS122111	ES98956	EXP3728
BS122111	ES98953	EXP3728
BS122113	ES98967	EXP3728
BS122115	ES98973	EXP3728
BS122116	ES98982	EXP3728
BS122116	ES98979	EXP3728
BS122119	ES98996	EXP3728
BS122119	ES98995	EXP3728
BS122121	ES99003	EXP3728
BS122122	ES99009	EXP3728
BS122126	ES99032	EXP3728
BS122127	ES99035	EXP3728
BS122128	ES99042	EXP3728
BS122134	ES99070	EXP3728
BS122135	ES99074	EXP3728
BS122136	ES99077	EXP3728
BS122137	ES99083	EXP3728
BS122141	ES99101	EXP3728
BS122141	ES99099	EXP3728
BS122142	ES99103	EXP3728
BS122143	ES99108	EXP3728
BS122147	ES99130	EXP3728
BS122148	ES99133	EXP3728
BS122148	ES99132	EXP3728
BS122149	ES99138	EXP3728
BS122150	ES99143	EXP3728
BS122151	ES99150	EXP3728
BS122152	ES99153	EXP3728
BS122156	ES99169	EXP3728
BS122157	ES99174	EXP3728
BS122158	ES99177	EXP3728
BS122159	ES99181	EXP3728
BS122159	ES99180	EXP3728
BS122161	ES99190	EXP3728
BS122162	ES99197	EXP3728
BS122163	ES99201	EXP3728
BS122164	ES99207	EXP3728
BS122165	ES99209	EXP3728
BS122166	ES99218	EXP3728
BS122166	ES99216	EXP3728
BS122167	ES99222	EXP3728
BS122174	ES99257	EXP3728
BS122175	ES99260	EXP3728
BS122177	ES99266	EXP3728
BS122180	ES99283	EXP3728
BS122182	ES99292	EXP3728
BS122185	ES99300	EXP3728
BS122185	ES99297	EXP3728
BS122186	ES99301	EXP3728
BS122188	ES99315	EXP3728
BS122189	ES99319	EXP3728
BS122190	ES99325	EXP3728
BS122193	ES99336	EXP3728
BS122195	ES99345	EXP3728
BS122196	ES99347	EXP3728
BS122197	ES99354	EXP3728
BS122199	ES99360	EXP3728
BS122199	ES99358	EXP3728
BS122200	ES99365	EXP3728
BS122201	ES99370	EXP3728
BS122205	ES99388	EXP3728
BS122208	ES99397	EXP3728
BS122212	ES99415	EXP3728
BS122213	ES99420	EXP3728
BS122214	ES99424	EXP3728
BS122216	ES99432	EXP3728
BS122216	ES99429	EXP3728
BS122217	ES99438	EXP3728
BS122218	ES99439	EXP3728
BS122222	ES99455	EXP3728
BS122223	ES99456	EXP3728
BS122226	ES99469	EXP3728
BS122227	ES99476	EXP3728
BS122229	ES99483	EXP3728
BS122231	ES99490	EXP3728
BS122232	ES99492	EXP3728
BS122241	ES99515	EXP3728
BS122243	ES99525	EXP3728
BS122246	ES99537	EXP3728
BS122251	ES99564	EXP3728
BS122251	ES99562	EXP3728
BS122253	ES99576	EXP3728
BS122257	ES99594	EXP3728
BS122259	ES99602	EXP3728
BS122263	ES99625	EXP3728
BS122264	ES99629	EXP3728
BS122266	ES99640	EXP3728
BS122268	ES99651	EXP3728
BS122268	ES99648	EXP3728
BS122273	ES99676	EXP3728
BS122273	ES99674	EXP3728
BS122274	ES99681	EXP3728
BS122278	ES99700	EXP3728
BS122280	ES99708	EXP3728
BS122286	ES99740	EXP3728
BS122286	ES99738	EXP3728
BS122289	ES99752	EXP3728
BS122291	ES99762	EXP3728
BS122292	ES99768	EXP3728
BS122296	ES99788	EXP3728
BS122300	ES99808	EXP3728
BS122300	ES99806	EXP3728
BS122301	ES99814	EXP3728
BS122303	ES99823	EXP3728
BS122304	ES99828	EXP3728
BS122306	ES99840	EXP3728
BS122307	ES99845	EXP3728
BS122309	ES99855	EXP3728
BS122309	ES99852	EXP3728
BS122313	ES99872	EXP3728
BS122315	ES99885	EXP3728
BS122319	ES99901	EXP3728
BS122321	ES99914	EXP3728
BS122324	ES99928	EXP3728
BS122326	ES99934	EXP3728
BS122327	ES99941	EXP3728
BS122329	ES99948	EXP3728
BS122334	ES99966	EXP3728
BS122338	ES99987	EXP3728
BS122346	ES100019	EXP3728
BS122346	ES100018	EXP3728
BS122349	ES100029	EXP3728
BS122351	ES100039	EXP3728
BS122352	ES100046	EXP3728
BS122353	ES100051	EXP3728
BS122353	ES100049	EXP3728
BS122356	ES100067	EXP3728
BS122356	ES100065	EXP3728
BS122358	ES100074	EXP3728
BS122360	ES100085	EXP3728
BS122364	ES100102	EXP3728
BS122364	ES100099	EXP3728
BS122372	ES100139	EXP3728
BS122372	ES100135	EXP3728
BS122374	ES100148	EXP3728
BS122374	ES100146	EXP3728
BS122374	ES100145	EXP3728
BS122376	ES100155	EXP3728
BS122378	ES100164	EXP3728
BS122378	ES100161	EXP3728
BS122379	ES100168	EXP3728
BS122380	ES100175	EXP3728
BS122381	ES100178	EXP3728
BS122386	ES100197	EXP3728
BS122386	ES100193	EXP3728
BS122389	ES100211	EXP3728
BS122394	ES100225	EXP3728
BS122401	ES100255	EXP3728
BS122403	ES100264	EXP3728
BS122403	ES100263	EXP3728
BS122404	ES100270	EXP3728
BS122406	ES100279	EXP3728
BS122407	ES100284	EXP3728
BS122415	ES100323	EXP3728
BS122418	ES100341	EXP3728
BS122423	ES100366	EXP3728
BS122425	ES100375	EXP3728
BS122426	ES100378	EXP3728
BS122427	ES100384	EXP3728
BS122427	ES100382	EXP3728
BS122429	ES100392	EXP3728
BS122431	ES100405	EXP3728
BS122431	ES100402	EXP3728
BS122433	ES100415	EXP3728
BS122435	ES100423	EXP3728
BS122437	ES100435	EXP3728
BS122437	ES100434	EXP3728
BS122437	ES100433	EXP3728
BS122438	ES100440	EXP3728
BS122442	ES100459	EXP3728
BS122443	ES100465	EXP3728
BS122446	ES100477	EXP3728
BS122447	ES100486	EXP3728
BS122448	ES100488	EXP3728
BS122453	ES100515	EXP3728
BS122454	ES100521	EXP3728
BS122455	ES100524	EXP3728
BS122456	ES100531	EXP3728
BS122464	ES100567	EXP3728
BS122466	ES100579	EXP3728
BS122468	ES100588	EXP3728
BS122470	ES100598	EXP3728
BS122473	ES100613	EXP3728
BS122474	ES100621	EXP3728
BS122475	ES100624	EXP3728
BS122479	ES100641	EXP3728
BS122480	ES100644	EXP3728
BS122482	ES100653	EXP3728
BS122483	ES100654	EXP3728
BS122484	ES100659	EXP3728
BS122485	ES100665	EXP3728
BS122489	ES100685	EXP3728
BS122489	ES100684	EXP3728
BS122491	ES100696	EXP3728
BS122497	ES100727	EXP3728
BS122502	ES100750	EXP3728
BS122505	ES100767	EXP3728
BS122507	ES100777	EXP3728
BS122508	ES100781	EXP3728
BS122509	ES100788	EXP3728
BS122511	ES100798	EXP3728
BS122511	ES100795	EXP3728
BS122511	ES100794	EXP3728
BS122512	ES100802	EXP3728
BS122513	ES100807	EXP3728
BS122513	ES100805	EXP3728
BS122515	ES100816	EXP3728
BS122518	ES100831	EXP3728
BS122520	ES100841	EXP3728
BS122521	ES100844	EXP3728
BS122523	ES100858	EXP3728
BS122523	ES100855	EXP3728
BS122525	ES100867	EXP3728
BS122527	ES100876	EXP3728
BS122528	ES100880	EXP3728
BS122528	ES100879	EXP3728
BS122876	ES103443	EXP3727
BS122876	ES103438	EXP3727
BS122877	ES103454	EXP3727
BS122877	ES103446	EXP3727
BS122879	ES103472	EXP3727
BS122881	ES103485	EXP3727
BS122882	ES103493	EXP3727
BS122883	ES103504	EXP3727
BS122883	ES103502	EXP3727
BS122884	ES103513	EXP3727
BS122884	ES103512	EXP3727
BS122885	ES103524	EXP3727
BS122885	ES103519	EXP3727
BS122886	ES103535	EXP3727
BS122886	ES103528	EXP3727
BS122887	ES103538	EXP3727
BS122887	ES103537	EXP3727
BS122889	ES103562	EXP3727
BS122889	ES103558	EXP3727
BS122891	ES103580	EXP3727
BS122892	ES103584	EXP3727
BS122892	ES103583	EXP3727
BS122893	ES103591	EXP3727
BS122894	ES103602	EXP3727
BS122894	ES103600	EXP3727
BS122895	ES103615	EXP3727
BS122896	ES103622	EXP3727
BS122899	ES103650	EXP3727
BS122901	ES103668	EXP3727
BS122902	ES103679	EXP3727
BS122902	ES103676	EXP3727
BS122902	ES103673	EXP3727
BS122904	ES103691	EXP3727
BS122904	ES103689	EXP3727
BS122905	ES103702	EXP3727
BS122907	ES103719	EXP3727
BS122908	ES103726	EXP3727
BS122909	ES103735	EXP3727
BS122910	ES103748	EXP3727
BS122911	ES103757	EXP3727
BS122911	ES103755	EXP3727
BS122913	ES103775	EXP3727
BS122914	ES103779	EXP3727
BS122916	ES103798	EXP3727
BS122918	ES103821	EXP3727
BS122918	ES103813	EXP3727
BS122919	ES103828	EXP3727
BS122919	ES103824	EXP3727
BS122919	ES103823	EXP3727
BS122922	ES103856	EXP3727
BS122922	ES103850	EXP3727
BS122923	ES103862	EXP3727
BS122923	ES103858	EXP3727
BS122925	ES103882	EXP3727
BS122926	ES103891	EXP3727
BS122926	ES103885	EXP3727
BS122929	ES103919	EXP3727
BS122929	ES103916	EXP3727
BS122930	ES103928	EXP3727
BS122930	ES103922	EXP3727
BS122931	ES103937	EXP3727
BS122931	ES103936	EXP3727
BS122932	ES103940	EXP3727
BS122933	ES103950	EXP3727
BS122934	ES103959	EXP3727
BS122935	ES103972	EXP3727
BS122937	ES103987	EXP3727
BS122937	ES103986	EXP3727
BS122938	ES103996	EXP3727
BS122938	ES103994	EXP3727
BS122940	ES104010	EXP3727
BS122942	ES104034	EXP3727
BS122942	ES104031	EXP3727
BS122944	ES104045	EXP3727
BS122946	ES104070	EXP3727
BS122946	ES104065	EXP3727
BS122947	ES104080	EXP3727
BS122948	ES104089	EXP3727
BS122948	ES104086	EXP3727
BS122949	ES104091	EXP3727
BS122950	ES104107	EXP3727
BS122951	ES104114	EXP3727
BS122952	ES104118	EXP3727
BS122954	ES104137	EXP3727
BS122955	ES104152	EXP3727
BS122955	ES104148	EXP3727
BS122956	ES104157	EXP3727
BS122956	ES104155	EXP3727
BS122957	ES104163	EXP3727
BS122958	ES104179	EXP3727
BS122958	ES104175	EXP3727
BS122958	ES104173	EXP3727
BS122960	ES104190	EXP3727
BS122961	ES104205	EXP3727
BS122962	ES104209	EXP3727
BS122963	ES104217	EXP3727
BS122964	ES104229	EXP3727
BS122964	ES104227	EXP3727
BS122968	ES104263	EXP3727
BS122969	ES104277	EXP3727
BS122970	ES104283	EXP3727
BS122970	ES104282	EXP3727
BS122970	ES104279	EXP3727
BS122972	ES104302	EXP3727
BS122972	ES104300	EXP3727
BS122973	ES104309	EXP3727
BS122973	ES104306	EXP3727
BS122973	ES104305	EXP3727
BS122974	ES104316	EXP3727
BS122974	ES104314	EXP3727
BS122975	ES104326	EXP3727
BS122975	ES104325	EXP3727
BS122975	ES104322	EXP3727
BS122976	ES104332	EXP3727
BS122978	ES104355	EXP3727
BS122978	ES104354	EXP3727
BS122978	ES104353	EXP3727
BS122979	ES104362	EXP3727
BS122980	ES104373	EXP3727
BS122981	ES104382	EXP3727
BS122982	ES104391	EXP3727
BS122982	ES104390	EXP3727
BS122982	ES104385	EXP3727
BS122985	ES104415	EXP3727
BS122988	ES104438	EXP3727
BS122989	ES104448	EXP3727
BS122992	ES104479	EXP3727
BS122992	ES104472	EXP3727
BS122994	ES104497	EXP3727
BS122994	ES104496	EXP3727
BS122994	ES104494	EXP3727
BS122994	ES104492	EXP3727
BS122994	ES104490	EXP3727
BS122995	ES104503	EXP3727
BS122995	ES104500	EXP3727
BS122996	ES104513	EXP3727
BS122996	ES104512	EXP3727
BS122997	ES104522	EXP3727
BS122998	ES104529	EXP3727
BS122998	ES104527	EXP3727
BS122998	ES104524	EXP3727
BS122999	ES104533	EXP3727
BS123000	ES104545	EXP3727
BS123001	ES104556	EXP3727
BS123001	ES104551	EXP3727
BS123003	ES104576	EXP3727
BS123004	ES104578	EXP3727
BS123005	ES104594	EXP3727
BS123005	ES104592	EXP3727
BS123005	ES104590	EXP3727
BS123006	ES104599	EXP3727
BS123006	ES104595	EXP3727
BS123007	ES104609	EXP3727
BS123007	ES104607	EXP3727
BS123008	ES104615	EXP3727
BS123009	ES104627	EXP3727
BS123013	ES104657	EXP3727
BS123014	ES104666	EXP3727
BS123015	ES104679	EXP3727
BS123017	ES104699	EXP3727
BS123017	ES104694	EXP3727
BS257198	ES147642	EXP3727
BS257200	ES147654	EXP3727
BS257201	ES147666	EXP3727
BS257201	ES147663	EXP3727
BS257202	ES147674	EXP3727
BS257202	ES147670	EXP3727
BS257203	ES147680	EXP3727
BS257204	ES147687	EXP3727
BS257205	ES147696	EXP3727
BS257205	ES147695	EXP3727
BS257205	ES147694	EXP3727
BS257205	ES147693	EXP3727
BS257207	ES147704	EXP3727
BS257209	ES147714	EXP3727
BS257210	ES147718	EXP3727
BS257212	ES147729	EXP3727
BS257213	ES147736	EXP3727
BS257213	ES147733	EXP3727
BS257213	ES147732	EXP3727
BS257214	ES147744	EXP3727
BS257214	ES147741	EXP3727
BS257215	ES147747	EXP3727
BS257216	ES147754	EXP3727
BS257218	ES147776	EXP3727
BS257219	ES147781	EXP3727
BS257223	ES147808	EXP3727
BS257224	ES147817	EXP3727
BS257224	ES147815	EXP3727
BS257225	ES147826	EXP3727
BS257225	ES147824	EXP3727
BS257227	ES147837	EXP3727
BS257227	ES147836	EXP3727
BS257228	ES147843	EXP3727
BS257228	ES147840	EXP3727
BS257230	ES147859	EXP3727
BS257232	ES147872	EXP3727
BS257232	ES147870	EXP3727
BS257233	ES147878	EXP3727
BS257234	ES147883	EXP3727
BS257237	ES147902	EXP3727
BS257238	ES147911	EXP3727
BS257239	ES147916	EXP3727
BS257239	ES147913	EXP3727
BS257241	ES147930	EXP3727
BS257247	ES147966	EXP3727
BS257248	ES147970	EXP3727
BS257248	ES147967	EXP3727
BS257250	ES147982	EXP3727
BS257251	ES147994	EXP3727
BS257253	ES148005	EXP3727
BS257255	ES148023	EXP3727
BS257255	ES148020	EXP3727
BS257256	ES148031	EXP3727
BS257260	ES148056	EXP3727
BS257260	ES148052	EXP3727
BS257261	ES148065	EXP3727
BS257262	ES148072	EXP3727
BS257262	ES148067	EXP3727
BS257264	ES148090	EXP3727
BS257265	ES148092	EXP3727
BS257265	ES148091	EXP3727
BS257266	ES148100	EXP3727
BS257267	ES148107	EXP3727
BS257268	ES148122	EXP3727
BS257268	ES148119	EXP3727
BS257269	ES148129	EXP3727
BS257269	ES148126	EXP3727
BS257269	ES148125	EXP3727
BS257270	ES148132	EXP3727
BS257271	ES148138	EXP3727
BS257273	ES148151	EXP3727
BS257273	ES148149	EXP3727
BS257274	ES148157	EXP3727
BS257274	ES148155	EXP3727
BS257275	ES148165	EXP3727
BS257276	ES148169	EXP3727
BS257276	ES148167	EXP3727
BS257277	ES148179	EXP3727
BS257277	ES148176	EXP3727
BS257278	ES148189	EXP3727
BS257278	ES148187	EXP3727
BS257278	ES148185	EXP3727
BS257278	ES148184	EXP3727
BS257286	ES148244	EXP3727
BS257287	ES148248	EXP3727
BS257290	ES148268	EXP3727
BS257291	ES148271	EXP3727
BS257295	ES148299	EXP3727
BS257298	ES148323	EXP3727
BS257299	ES148328	EXP3727
BS257300	ES148334	EXP3727
BS257300	ES148332	EXP3727
BS257300	ES148331	EXP3727
BS257302	ES148345	EXP3727
BS257304	ES148354	EXP3727
BS257304	ES148352	EXP3727
BS257305	ES148359	EXP3727
BS257306	ES148362	EXP3727
BS257307	ES148366	EXP3727
BS257312	ES148390	EXP3727
BS257314	ES148407	EXP3727
BS257316	ES148416	EXP3727
BS257318	ES148435	EXP3727
BS257319	ES148446	EXP3727
BS257319	ES148443	EXP3727
BS257319	ES148442	EXP3727
BS257319	ES148440	EXP3727
BS257320	ES148453	EXP3727
BS257320	ES148452	EXP3727
BS257320	ES148448	EXP3727
BS257322	ES148471	EXP3727
BS257325	ES148489	EXP3727
BS257325	ES148487	EXP3727
BS257325	ES148485	EXP3727
BS257326	ES148492	EXP3727
BS257330	ES148513	EXP3727
BS257332	ES148525	EXP3727
BS257334	ES148535	EXP3727
BS257335	ES148539	EXP3727
BS257336	ES148543	EXP3727
BS257337	ES148550	EXP3727
BS257338	ES148560	EXP3727
BS257340	ES148571	EXP3727
BS257341	ES148578	EXP3727
BS257342	ES148585	EXP3727
BS257345	ES148598	EXP3727
BS257346	ES148610	EXP3727
BS257351	ES148648	EXP3727
BS257354	ES148664	EXP3727
BS257356	ES148676	EXP3727
BS257356	ES148675	EXP3727
BS257356	ES148674	EXP3727
BS257361	ES148698	EXP3727
BS257364	ES148719	EXP3727
BS257367	ES148733	EXP3727
BS257368	ES148735	EXP3727
BS257370	ES148749	EXP3727
BS257370	ES148747	EXP3727
BS257371	ES148751	EXP3727
BS257371	ES148750	EXP3727
BS257373	ES148764	EXP3727
BS257373	ES148760	EXP3727
BS257377	ES148794	EXP3727
BS257378	ES148803	EXP3727
BS257379	ES148812	EXP3727
BS257379	ES148810	EXP3727
BS257379	ES148809	EXP3727
BS257382	ES148834	EXP3727
BS257383	ES148837	EXP3727
BS257385	ES148857	EXP3727
BS257385	ES148856	EXP3727
BS257386	ES148863	EXP3727
BS257387	ES148872	EXP3727
BS257387	ES148870	EXP3727
BS257388	ES148876	EXP3727
BS257389	ES148881	EXP3727
BS257390	ES148887	EXP3727
BS257390	ES148885	EXP3727
BS257393	ES148904	EXP3727
BS257393	ES148902	EXP3727
BS257393	ES148900	EXP3727
BS257394	ES148906	EXP3727
BS257398	ES148925	EXP3727
BS257399	ES148930	EXP3727
BS257400	ES148942	EXP3727
BS257400	ES148935	EXP3727
BS257401	ES148944	EXP3727
BS257403	ES148964	EXP3727
BS257403	ES148962	EXP3727
BS257403	ES148960	EXP3727
BS257404	ES148967	EXP3727
BS257405	ES148978	EXP3727
BS257406	ES148987	EXP3727
BS257406	ES148983	EXP3727
BS257407	ES148995	EXP3727
BS257407	ES148993	EXP3727
BS257407	ES148992	EXP3727
BS257408	ES149003	EXP3727
BS257408	ES149001	EXP3727
BS257410	ES149016	EXP3727
BS257411	ES149021	EXP3727
BS257416	ES149049	EXP3727
BS257417	ES149052	EXP3727
BS257421	ES149077	EXP3727
BS257424	ES149094	EXP3727
BS257425	ES149104	EXP3727
BS257426	ES149110	EXP3727
BS257427	ES149116	EXP3727
BS257430	ES149130	EXP3727
BS257433	ES149158	EXP3727
BS257434	ES149164	EXP3727
BS257435	ES149174	EXP3727
BS257435	ES149172	EXP3727
BS257436	ES149182	EXP3727
BS257436	ES149176	EXP3727
BS257437	ES149186	EXP3727
BS257437	ES149185	EXP3727
BS257440	ES149200	EXP3727
BS257445	ES149228	EXP3727
BS257445	ES149226	EXP3727
BS257445	ES149224	EXP3727
BS257449	ES149260	EXP3727
BS257450	ES149270	EXP3727
BS257450	ES149265	EXP3727
BS257451	ES149278	EXP3727
BS257454	ES149299	EXP3727
BS257455	ES149304	EXP3727
BS257457	ES149316	EXP3727
BS257458	ES149324	EXP3727
BS257460	ES149333	EXP3727
BS257460	ES149332	EXP3727
BS257462	ES149341	EXP3727
BS257463	ES149346	EXP3727
BS257464	ES149355	EXP3727
BS257467	ES149369	EXP3727
BS257470	ES149382	EXP3727
BS257472	ES149401	EXP3727
BS257473	ES149409	EXP3727
BS257473	ES149404	EXP3727
BS257474	ES149416	EXP3727
BS257474	ES149412	EXP3727
BS257478	ES149444	EXP3727
BS257479	ES149452	EXP3727
BS257480	ES149459	EXP3727
BS257481	ES149465	EXP3727
BS257481	ES149464	EXP3727
BS257481	ES149463	EXP3727
BS257481	ES149462	EXP3727
BS257482	ES149471	EXP3727
BS257483	ES149480	EXP3727
BS257484	ES149492	EXP3727
BS257485	ES149494	EXP3727
BS257486	ES149503	EXP3727
BS257488	ES149518	EXP3727
BS257488	ES149515	EXP3727
BS257489	ES149526	EXP3727
BS257489	ES149522	EXP3727
BS257492	ES149544	EXP3727
BS257493	ES149553	EXP3727
BS257494	ES149562	EXP3727
BS257494	ES149558	EXP3727
BS257495	ES149568	EXP3727
BS257496	ES149577	EXP3727
BS257497	ES149587	EXP3727
BS257497	ES149583	EXP3727
BS257499	ES149596	EXP3727
BS257500	ES149602	EXP3727
BS257504	ES149624	EXP3727
BS257505	ES149626	EXP3727
BS257507	ES149637	EXP3727
BS257508	ES149648	EXP3727
BS257509	ES149656	EXP3727
BS257512	ES149674	EXP3727
BS257515	ES149686	EXP3727
BS257516	ES149693	EXP3727
BS257517	ES149697	EXP3727
BS257517	ES149695	EXP3727
BS257519	ES149709	EXP3727
BS257520	ES149711	EXP3727
BS257522	ES149721	EXP3727
BS257524	ES149740	EXP3727
BS257524	ES149735	EXP3727
BS257525	ES149742	EXP3727
BS257527	ES149757	EXP3727
BS257528	ES149764	EXP3727
BS257529	ES149773	EXP3727
BS257529	ES149772	EXP3727
BS257529	ES149770	EXP3727
BS257530	ES149780	EXP3727
BS257531	ES149791	EXP3727
BS257532	ES149795	EXP3727
BS257534	ES149811	EXP3727
BS257535	ES149818	EXP3727
BS257537	ES149830	EXP3727
BS257539	ES149839	EXP3727
BS257545	ES149873	EXP3727
BS257545	ES149871	EXP3727
BS257546	ES149881	EXP3727
BS257546	ES149880	EXP3727
BS257546	ES149878	EXP3727
BS257547	ES149886	EXP3727
BS257549	ES149905	EXP3727
BS257550	ES149910	EXP3727
BS257551	ES149920	EXP3727
BS257553	ES149934	EXP3727
BS257557	ES149966	EXP3727
BS257557	ES149961	EXP3727
BS257558	ES149975	EXP3727
BS257558	ES149971	EXP3727
BS257559	ES149984	EXP3727
BS257560	ES149985	EXP3727
BS257563	ES150012	EXP3727
BS257565	ES150020	EXP3727
BS257567	ES150035	EXP3727
BS257568	ES150043	EXP3727
BS257568	ES150038	EXP3727
BS257570	ES150054	EXP3727
BS257574	ES150085	EXP3727
BS257577	ES150109	EXP3727
BS257578	ES150121	EXP3727
BS257579	ES150126	EXP3727
BS257580	ES150137	EXP3727
BS257581	ES150139	EXP3727
BS257584	ES150169	EXP3727
BS257584	ES150166	EXP3727
BS257584	ES150163	EXP3727
BS257584	ES150162	EXP3727
BS257586	ES150180	EXP3727
BS257586	ES150178	EXP3727
BS257587	ES150193	EXP3727
BS257588	ES150199	EXP3727
BS257590	ES150217	EXP3727
BS257592	ES150229	EXP3727
BS257593	ES150237	EXP3727
BS257593	ES150235	EXP3727
BS257594	ES150245	EXP3727
BS257597	ES150269	EXP3727
BS257597	ES150267	EXP3727
BS257598	ES150281	EXP3727
BS257598	ES150278	EXP3727
BS257599	ES150288	EXP3727
